FieldsBase Floating Platform Installation Search - Data Download,,,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:03 for Dirk Rook,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Region,Country,Block,Field,Platform name,Project,Operator,Owner,Status,Installation year,Removal year,Type,Function,Production type,Process module,Accommodation module,Drilling module,Utility module,Well head module,Water depth (m),Remark
Northwest Europe,United Kingdom,30/24,Alma/Galia,DH-01,Duncan,Vietsovpetro,Kufpec,Removed,1984,1993,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,82,"1/12: FPU DH-01 due for a topside survey and overhaul in a drydock in 2014. These include equipment on board the FPU and other general upgrades. The FPU will be towed to a local shipyard to enter a drydock for the work. Details of the work scope are still being planned, and a tender is expected to be launched in due course."
Northwest Europe,United Kingdom,14/18b,Athena,BW Athena,Athena,Ithaca Energy,,Installed,2012,2016,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,130,formerly BW Carmen
Northwest Europe,United Kingdom,16/21a,Balmoral,Balmoral FPV,Balmoral,,,Installed,1986,,Semi,Other,Oil,Y,Y,Y,Y,Y,143,
Northwest Europe,United Kingdom,29/2a,Banff,Apollo Spirit,Banff,CNR International,,Removed,1999,2014,Ship,FSO,,,Y,,,,123,12/11: FSO Apollo Spirit lost tension in one of its 8 anchors during a storm. subsea valves closed. Maximum volume of oil in pipelines is thought to be 120 tonnes.
Northwest Europe,United Kingdom,29/2a,Banff,Petrojarl Banff,Banff,,,Installed,1998,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,122,"02/14: FPSO due to arrive on station March 3 and mooring and hook-up will follow. 
03/12: Banff FPSO to be in dry-dock for 18 months, until around mid-late 2013.

12/11: FPSO Lost tension in 5 our of 10 anchors during a storm and moved around 250 metres from its operational position. As of Dec 12, the FPSO was stable at a position 70 metres from its original position. Subsea valves have been closed."
Northwest Europe,United Kingdom,29/2a,Banff,Stena Savonita,Banff,CNR International,,Removed,1996,1997,Ship,FSO,,,Y,,,,123,
Northwest Europe,United Kingdom,9/3b,Bentley,Bentley FSO,Bentley First Phase Development (FPD),Xcite Energy Resources,,Contracted,2017,2016,Ship,FSO,Oil,,,,,,110,
Northwest Europe,United Kingdom,16/21b,Blenheim,Petrojarl 1,Blenheim,,,Removed,1995,2000,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,37,
Northwest Europe,United Kingdom,211/29,Brent,Brent E,Brent,Shell,,Removed,1976,1999,Spar,FSO,,,Y,,,,140,
Northwest Europe,United Kingdom,3/28a,Bressay,Bressay FSO,Bressay,Statoil,,Contracted,2019,,Ship,FSO,Oil,,?,,,,110,
Northwest Europe,United Kingdom,3/28a,Bressay,BW Athena,Bressay EWT,Ithaca Energy,,Removed,2008,2009,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,110,formerly BW Carmen
Northwest Europe,United Kingdom,,Buchan,Buchan A,Buchan,Talisman,,Installed,1980,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,118,
Northwest Europe,United Kingdom,13/22a,Captain,Captain FPSO,Captain A,,,Installed,1996,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,104,08/09: HB Rentals deliver two living quarters modules to captain FPSO in a deal worth USD 1.22 million. Each holds four people.
Northwest Europe,United Kingdom,28/9,Catcher,Catcher FPSO,Catcher,Premier,"Wintershall, Nautical, Agora Oil & Gas",Contracted,2017,2024,Ship,FPSO,Oil,,Y,,,,94,01/14: FPSO installation and hookup expected to take place between Q4 2016 and Q1 2017.
Northwest Europe,United Kingdom,22/2a,Chestnut,Hummingbird Spirit,Chestnut,Centrica,,Installed,2008,2017,Other floating,FPSO,Oil,Y,N,,N,N,120,previously Sevan Hummingbird
Northwest Europe,United Kingdom,22/2a,Chestnut,Crystal Ocean,Chestnut Extended Well Test,,,Removed,2001,2002,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,120,"9/12 well intervention in Mexico; 3-yr fixed with Blue Marine in Mexico, extension options for up to a further 2 years"
Northwest Europe,United Kingdom,3/11b,Cheviot (ex-Emerald),Cheviot FPSO,Cheviot,Alpha Petroleum,,Planned,2018,,Ship,FPSO,Oil,,,,,,150,
Northwest Europe,United Kingdom,2/10a,Cheviot (ex-Emerald),Ailsa Craig,Emerald,,,Removed,1992,1995,Ship,FSO,,,Y,,,,150,
Northwest Europe,United Kingdom,2/10a,Cheviot (ex-Emerald),Northern Producer,Emerald,,,Removed,1991,1995,Semi,FPS,Oil & Gas,,Y,,,,150,"4/14: The Northern Producer is on the field for a life-of-field contract, according to owner Northern Offshore. 
Converted semi-submersible drilling rig. On lease from Sea Production"
Northwest Europe,United Kingdom,9/28a,Crawford/Porter,Norscot Producer,Crawford,,Kufpec,Removed,1989,1991,Semi,FPS,Oil,Y,Y,Y,Y,Y,110,
Northwest Europe,United Kingdom,22/25a,Culzean,Culzean FSO,Culzean,,,Possible,2019,,Ship,FSO,Condensate & Gas,,,,,,90,"09/14: The produced condensate will be exported via either a new 100km condensate export line connecting to the Forties Pipeline System (FPS) at the Forties Unity platform or by shuttle tanker via a newly installed FSO, around 3.6km from the CPF."
Northwest Europe,United Kingdom,29/7,Curlew,Curlew,Curlew,Shell,,Installed,1997,2017,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,93,"Transaction sale of Maersk Curlew to Shell was completed on April 19, 2013."
Northwest Europe,United Kingdom,16/28,Cyrus,Paragon FPSO1,Cyrus,,,Removed,1990,1992,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,113,"8/04/2014 previous name Noble Seillean
10/12: FPSO will be cold-stacked.
01/12: FPSO warm-stacked in Louisiana, USA. Being marketed in S.America and West Africa."
Northwest Europe,United Kingdom,15/20a,Donan/Dumbarton,Paragon FPSO1,Donan,,,Removed,1992,1997,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,140,"8/04/2014 previous name Noble Seillean
10/12: FPSO will be cold-stacked.
01/12: FPSO warm-stacked in Louisiana, USA. Being marketed in S.America and West Africa."
Northwest Europe,United Kingdom,15/20a,Donan/Dumbarton,Global Producer III,Dumbarton Phase I,,,Installed,2007,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,122,
Northwest Europe,United Kingdom,21/16,Durward/Dauntless,Glas Dowr FPSO,Durward/Dauntless,,,Removed,1997,1999,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,89,"10/11: The conversion of Glas Dowr FPSO was done at the Sembawang Shipyard in Singapore. It has a crude oil production capacity of 50,000 barrels per day (bbl/d) and a maximum storage capacity of 647,750bbl. The FPSO is designed for extended at-sea service, with a design life of 15 years (10 years on the field without dry-docking). The hull specifications are: 242.3m length, 42m width and 21.1m depth, with a dead weight tonnage (DWT) of 105,000 tonnes.
07/11: Repairs and upgrades to extend the life of the vessel for 10 years to be done by Sembcorp. 

 

Sembcorp said work on the vessel was expected to be completed during the second quarter of 2011 for deployment in the Kitan field in the Timor Sea."
Northwest Europe,United Kingdom,20/2a,Ettrick,Aoka Mizu,Ettrick,Nexen,,Installed,2009,2016,Ship,FPSO,Oil,Y,Y,N,Y,,115,"10/08 Start-up delayed to early 2009.
05/08. Start up delayed to early Q4 2008 due to late arrival of Aoka Mizu."
Northwest Europe,United Kingdom,31/26a,Fife/Angus,EnQuest Producer (ex-Uisge Gorm) FPSO,Fife/Angus,,Kufpec,Removed,1995,2008,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,70,"08/14: First oil delayed to mid-2015 due to marine and topside legacy issues associated with earlier work, and now waiting for weather window to avoid winter. Sailaway of FPSO now scheduled for spring 2015. 
1/12: EnQuest has exercised an option to purchase the Uisge Gorm FPSO, which completed on Jan 25, 2012. Renamed EnQuest Producer.

7/11: the FPSO will be used on the Ardmore field redevelopment project, where it will be installed in Jan 2013. Start up is scheduled for Aug 2013. Project life - 10 years.

08/08: Uisge Gorm FPSO contract expired in July 08."
Northwest Europe,United Kingdom,31/26a,Fife/Angus,Petrojarl 1,Fife/Angus,,,Removed,1991,1993,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,70,
Northwest Europe,United Kingdom,,Foinaven,Petrojarl Foinaven,Foinaven Ph I,BP,,Installed,1997,2021,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,450,
Northwest Europe,United Kingdom,,Fulmar,Petrojarl 1,Fulmar,,,Removed,1989,1989,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,82,
Northwest Europe,United Kingdom,,Fulmar,SS Medora,Fulmar,Shell,,Removed,1981,1988,Ship,FSO,,,Y,,,,82,
Northwest Europe,United Kingdom,,Fulmar,Vinga,Fulmar,Shell,,Removed,1993,1997,Ship,FSO,,,Y,,,,82,
Northwest Europe,United Kingdom,,Galley,Northern Producer,Galley,,,Removed,1997,2007,Semi,FPS,Oil & Gas,,Y,,,,149,"4/14: The Northern Producer is on the field for a life-of-field contract, according to owner Northern Offshore. 
Converted semi-submersible drilling rig. On lease from Sea Production"
Northwest Europe,United Kingdom,9/18b,Gryphon,Gryphon A FPSO,Gryphon,Maersk Oil,,Removed,1993,2011,Ship,FPSO,Oil,Y,Y,,Y,N,120,"5/11 left its UK NS location to undergo repairs in Rotterdam after storm damaged unit, likely to return to field in Spring 2012"
Northwest Europe,United Kingdom,9/18b,Gryphon,Gryphon A FPSO,Gryphon Area Reinstatement Programme (GARP),Maersk Oil,,Installed,2013,,Ship,FPSO,Oil,Y,Y,,Y,N,112,"5/11 left its UK NS location to undergo repairs in Rotterdam after storm damaged unit, likely to return to field in Spring 2012"
Northwest Europe,United Kingdom,15/13a,Hood,Hood,Hood,NIOC,,Possible,2019,,Ship,FPSO,Oil,,,,,,142,
Northwest Europe,United Kingdom,,Hudson,Petrojarl 1,Hudson,,,Removed,1993,1995,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,158,
Northwest Europe,United Kingdom,,Huntington,Voyageur Spirit (ex Sevan Voyageur),Huntington Forties,EON Ruhr Gas,,Installed,2013,2018,Ship,FPSO,Oil,Y,Y,,Y,,94,"02/13: All five risers have now been connected to the floating production platform Voyageur Spirit. Remaining activities towards first oil consist of subsea hook-up and testing, and completion and commissioning of the production platform. First oil still expected during first quarter 2013. 
09/12: Sail away delayed until November as Teekay Corporation has sold the vessel to Teekay Offshore.
Previous name Seven Voyageur


05/12: progress of Huntington upgrade is above 94%. Sailaway from the Nymo yard in July or August 2012. 

3/11: FPSO sail-away October 2011

1/10/10: contract for the use of Sevan Voyageur FPSO on the Huntington field signed."
Northwest Europe,United Kingdom,211/28a,Hutton,Hutton TLP,Hutton,ConocoPhillips,,Removed,1984,2002,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,150,
Northwest Europe,United Kingdom,30/24,Innes,Norscot Producer,Innes,,Kufpec,Removed,1987,1987,Semi,FPS,Oil,Y,Y,Y,Y,Y,79,
Northwest Europe,United Kingdom,15/21a,Ivanhoe/Rob Roy,FPF1 (ex-AH001),Ivanhoe/Rob Roy,,,Removed,1989,2009,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,140,"10/12: Unconfirmed reports state FPF-1 will head for Poland for modification work to be carried out. Shipyard based in Gdansk.



Renamed to FPF1 by Petrofac

Vessel purchased by Petrofac in July 2009."
Northwest Europe,United Kingdom,30/17a,Janice,Janice A,Janice,Maersk Oil,,Installed,1998,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,73,
Northwest Europe,United Kingdom,9/2b,Kraken,Kraken FPSO,Kraken,EnQuest,First Oil,Contracted,2016,2024,Ship,FPSO,Oil,Y,,N,,,105,01/14: Converting Prisco Alcor for job. Bumi purchased for USD 41 million
Northwest Europe,United Kingdom,29/2c,Kyle,Petrojarl 1,Kyle EWT,,,Removed,2000,2000,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,91,
Northwest Europe,United Kingdom,205/21a,Lancaster,Lancaster,Lancaster,,,Planned,2018,,Ship,FPSO,Oil,,,,,,154,
Northwest Europe,United Kingdom,,Leadon,Global Producer III,Leadon,,,Removed,2001,2006,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,119,
Northwest Europe,United Kingdom,110/13,Liverpool Bay,Douglas,Douglas FSO,,,Installed,1995,,Barge floating,FSO,,,Y,,,,11,
Northwest Europe,United Kingdom,3/2,Lyell,Petrojarl 1,Lyell EWT,,,Removed,1988,1988,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,146,
Northwest Europe,United Kingdom,15/24b,MacCulloch,North Sea Producer,MacCulloch,ConocoPhillips,,Installed,1997,2020,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,150,
Northwest Europe,United Kingdom,9/11a,Mariner,Mariner FSO,Mariner,Statoil,,Contracted,2016,,Ship,FSO,Oil,,,,,,107,"7/12: Statoil are currently evaluating two alternative turret system designs for the selected FSU.
One alternative is a submerged turret loading (STL) system, which will consist of a STL
buoy with turret, mooring system, risers and equipment in the STL room. The Mariner
Area Development will then pre-install the buoy, complete with mooring lines and risers
before the FSU arrives. The second alternative will be to select a bottom mounted internal
turret (BMIT) system, which does not include a submerged buoy."
Northwest Europe,United Kingdom,211/13a Penguin East&West Area,Penguins,Penguins,Penguins Redevelopment,Shell,,Possible,2018,,Ship,FPSO,Oil,,,,,,190,
Northwest Europe,United Kingdom,15/21b,Perth/Lowlander,Lewek Victory,Perth,Parkmead Group,"Atlantic Petroleum, Faroe Petroleum",Planned,2019,,Ship,FPSO,Oil,Y,Y,,,,137,
Northwest Europe,United Kingdom,,Pierce South (ex-Pierce),Haewene Brim FPSO,Pierce,Shell,,Installed,1999,2019,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,85,"11/13: Work has progressed slower than expected but vessel should return to Pierce now, around 2 months behind schedule. Further installation and commissioning work needs to be completed at Pierce, including the installation of a new production riser. Work is dependent on weather conditions. 
07/13: The FPSO is currently at the Nigg yard for some topside modification for the tie-in of the Brynhild field. Production on the Pierce field should resume during the fourth quarter of 2013, as well as first oil from the Brynhild field.
06/10: The FPSO is under contract on Pierce until mid-2014. Shell will most likely extend the contract."
Northwest Europe,United Kingdom,Port Meridian LNG,Port Meridian LNG,Port Meridian FSRU,Port Meridian LNG,HOEGH,,Tendering,2018,,Ship,Floating Storage Regasification Unit,Gas,,Y,,,N,30,7/11: Custom-built regasification ship.
Northwest Europe,United Kingdom,213/26,Rosebank Lochnagar,Rosebank FPSO,Rosebank,Chevron,OMV,Contracted,2018,,Ship,FPSO,Oil & Gas,Y,Y,N,Y,,"1,100","will be built under the NORSOK standard, applicable to offshore facilities operating in the harsh conditions of the North Sea."
Northwest Europe,United Kingdom,13/28a,Ross,Bleo Holm FPSO,Ross,Talisman,,Installed,1999,2015,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,110,
Northwest Europe,United Kingdom,204/20a,Schiehallion/Loyal,Glen Lyon,Quad 204 (Schiehallion FPSO Replacement),BP,,Contracted,2016,,Ship,FPSO,Oil & Gas,Y,Y,,,N,375,"03/11: FPSO award made to Hyundai
Turret weight: 7500MT"
Northwest Europe,United Kingdom,,Schiehallion/Loyal,Schiehallion FPSO,Schiehallion Phase 1,,,Removed,1998,2013,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,375,turret weight: 2350MT
Northwest Europe,United Kingdom,22/2b,Shelley,Voyageur Spirit (ex Sevan Voyageur),Shelley,,,Removed,2009,2010,Ship,FPSO,Oil,Y,Y,,Y,,73,"02/13: All five risers have now been connected to the floating production platform Voyageur Spirit. Remaining activities towards first oil consist of subsea hook-up and testing, and completion and commissioning of the production platform. First oil still expected during first quarter 2013. 
09/12: Sail away delayed until November as Teekay Corporation has sold the vessel to Teekay Offshore.
Previous name Seven Voyageur


05/12: progress of Huntington upgrade is above 94%. Sailaway from the Nymo yard in July or August 2012. 

3/11: FPSO sail-away October 2011

1/10/10: contract for the use of Sevan Voyageur FPSO on the Huntington field signed."
Northwest Europe,United Kingdom,30/6,Stella,FPF1 (ex-AH001),Greater Stella Area Phase I (Stella),Ithaca Energy,,Contracted,2015,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,87,"10/12: Unconfirmed reports state FPF-1 will head for Poland for modification work to be carried out. Shipyard based in Gdansk.



Renamed to FPF1 by Petrofac

Vessel purchased by Petrofac in July 2009."
Northwest Europe,United Kingdom,21/25,Teal/Guillemot,Anasuria,Teal/Guillemot,Shell,,Installed,1996,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,90,02/14: Shell to sell this asset.
Northwest Europe,United Kingdom,29/1b,Triton,Triton 1 FPSO,Triton,,,Installed,2000,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,90,
Northwest Europe,United Kingdom,211/18,West Don/Don Southwest,Northern Producer,Don Fields Phase I,,,Installed,2009,,Semi,FPS,Oil & Gas,,Y,,,,165,"4/14: The Northern Producer is on the field for a life-of-field contract, according to owner Northern Offshore. 
Converted semi-submersible drilling rig. On lease from Sea Production"
Northwest Europe,United Kingdom,210/24a,Western Isles,Western Isles FPSO,Western Isles,Dana Petroleum,,Contracted,2015,,Other floating,FPSO,Oil & Gas,,Y,N,,?,150,"02/14: Hull launched from COSCO shipyard in Qidong, China.
Sevan designed"
Northwest Europe,USSR,,Timan-Pechora-Kola Bay,Belokamenka,Kola Bay Terminal (Belokamenka),,,Installed,2004,2019,Ship,FSO,,,Y,,,,20,
Russian Arctic,Russia,,Shtokman,Shtokman Helicopter Platform,Shtokman Phase I,,,Possible,2023,,Semi,Service,,N,N,,,N,320,"4/13: the design phase has been completed by Rubin. The plt can host up to 5 helicopters and 100 transit passengers.
3/11: helicopter plt will be installed half way between Shtokman FPU and onshore facilitites. Likely to be Moss CS50 design. Sevmash & Vyborg shipyards could bid for the fabrication contract."
Russian Arctic,Russia,,Shtokman,Shtokman Phase I,Shtokman Phase I,Gazprom,,Possible,2023,,Ship,FPSO,Condensate & Gas,,,,,,320,
Russian Arctic,Russia,,Shtokman,Shtokman Phase II,Shtokman Phase II,,,Possible,2023,,Ship,FPSO,Oil & Gas,,,,,,320,
Russian Arctic,Russia,,Shtokman,Shtokman Phase III,Shtokman Phase III,,,Possible,2025,,Ship,FPSO,Oil & Gas,,,,,,320,
South America,Brazil,,,Guanambi I/PIPA 3,Brazilian Fields,,,Possible,2018,,Ship,FPSO,Oil & Gas,Y,Y,Y,Y,Y,980,
South America,Brazil,,,P-65 (ex Sedco 135-D),Campos Basin Dewatering Facility,Petrobras,,Installed,2001,,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,120,"aka SS-06, one of first Brazilian offshore drilling units and later floating production facility, now dewatering facility; no longer in production market"
South America,Brazil,,,Experience FSRU (VT3),Guanabara Bay FSRU Replacement,Petrobras,,Installed,2014,2029,Ship,Floating Storage Regasification Unit,Gas,,Y,,,,21,"8/11: unit to enter into service in May 2014. Will be built in DSME's Okpo yard. To be installed in the Guanabara Bay, where it will replace the Golar Winter FSRU."
South America,Brazil,,,Golar Winter FSRU,Guanabara Bay LNG Terminal,Petrobras,,Removed,2009,2013,Ship,Floating Storage Regasification Unit,,,,,,,,"8/11: to be relocated to the new TRBA LNG terminal in the Bay of All Saints in 2014. 

a 138,000 cubic metre  unit"
South America,Brazil,,,OSX-1 (ex Nexus 1),OSX-1 (Waimea EWT/Tubarao Azul),OGX Petroleo,,Installed,2012,2015,Ship,FPSO,Oil & Gas,Y,Y,N,Y,Y,60,"03/14: Tests are being done by OSX-1 at Tubarao Azul field and February production was 105,513 barrels of oil.
10/09: Nexus Floating Production sells the FPSO to Centennial Asset, an affiliate of Brazil’s EBX Group for an aggregate USD 388 million, including the assumption of remaining construction obligations. Acquisition cost USD 358M + USD 100M in payment obligation
8/11 CAPEX 610 million"
South America,Brazil,,,Golar Spirit FSRU,Pecem LNG Terminal FSRU,Petrobras,,Installed,2008,2018,Ship,Floating Storage Regasification Unit,,,,,,,52,FSRU=Floating Storage and Regasification Unit.
South America,Brazil,,,Golar Winter FSRU,TRBA LNG FSRU (Baia de Todos os Santos) in Bahia,Petrobras,,Installed,2014,2024,Ship,Floating Storage Regasification Unit,,,,,,,50,"8/11: to be relocated to the new TRBA LNG terminal in the Bay of All Saints in 2014. 

a 138,000 cubic metre  unit"
South America,Brazil,,,UOTE No.2 FSO,UOTE No.2,,,Possible,2017,,Ship,FSO,Oil,,,,,,,
South America,Brazil,Albacora,Albacora,Jurupema,Albacora,Petrobras,,Removed,1995,1999,Ship,FSO,,N,Y,N,N,N,953,
South America,Brazil,Albacora,Albacora,Molly Brown,Albacora,,,Removed,1991,2000,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,953,Will be converted to a drilling unit..
South America,Brazil,Albacora,Albacora,Presidente JK (P-34),Albacora Phase I,Petrobras,,Removed,1987,1993,Ship,FPSO,Oil,Y,Y,,Y,?,953,5/13: P-34 may be used for EWTs in the future
South America,Brazil,Albacora,Albacora,P-25 Zapata Arctic,Albacora Phase II,Petrobras,,Installed,1996,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,575,
South America,Brazil,Albacora,Albacora,P-31,Albacora Phase II,Petrobras,,Installed,1998,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,330,
South America,Brazil,,Albacora Leste,P-50,Albacora Leste,Petrobras,,Installed,2006,,Ship,FPSO,Oil & Gas,Y,Y,,Y,?,"1,240",17 prod wells and 14 inj
South America,Brazil,BS-4,Atlanta,Atlanta EPS,Atlanta,Queiroz Galvao E&P,,Planned,2018,,Ship,FPSO,Oil,,,,,,"1,550","11/13: FPSO lease contract estimated to be awarded in 2Q14. During EPS, QGEP is estimating to produce from 6,000 to 12,000 b/d. QGEP is likely to use the same FPSO for the EPS and the permanent Atlanta development."
South America,Brazil,BS-4,Atlanta,Atlanta EPS,Atlanta EPS,Queiroz Galvao E&P,,Tendering,2016,2018,Ship,FPSO,Oil,,,,,,"1,550","11/13: FPSO lease contract estimated to be awarded in 2Q14. During EPS, QGEP is estimating to produce from 6,000 to 12,000 b/d. QGEP is likely to use the same FPSO for the EPS and the permanent Atlanta development."
South America,Brazil,,Badejo,Badejo FSO,Badejo,Petrobras,,Installed,1981,,Ship,FSO,,,Y,,,,94,
South America,Brazil,,Badejo,P-21,Badejo,Petrobras,,Removed,1984,1998,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,96,
South America,Brazil,,Badejo,Membro Siri (P-64) FPSO,Membro Siri,Petrobras,,Planned,2019,,Ship,FPSO,Oil,,,N,,?,96,"7/12: project startup delayed till 2019

5/11: unoficially the FPSO has been called P-64.

will likely be used for storage; field is extra heavy oil"
South America,Brazil,,Badejo,Cidade de Rio das Ostras,Membro Siri EWT,Petrobras,,Removed,2008,2011,Ship,FPSO,Oil & Gas,Y,Y,,Y,,96,"ex. Che Guevara
IMO: 7920508"
South America,Brazil,BC-50,Barracuda-Caratinga,P-43,Barracuda-Caratinga,Petrobras,,Installed,2005,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,820,
South America,Brazil,BC-50,Barracuda-Caratinga,P-48,Barracuda-Caratinga,Petrobras,,Installed,2005,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,040",
South America,Brazil,BC-50,Barracuda-Caratinga,Presidente JK (P-34),Barracuda-Caratinga,Petrobras,,Removed,1997,2003,Ship,FPSO,Oil,Y,Y,,Y,?,"1,200",5/13: P-34 may be used for EWTs in the future
South America,Brazil,BC-50,Barracuda-Caratinga,Dynamic Producer,Brazilian Fields,Petrobras,,Installed,2013,2016,Ship,FPSO,Oil & Gas,Y,Y,Y,Y,Y,940,"Dedicated to perform EWTs in the Santos Basin pre-salt. Lease for six years with six years' options. First deployment was Espadarte field.
FPDSO=FPSO w/drilling derrick & moonpool on deck
tanker newbuild price USD 35 million"
South America,Brazil,S-M-1288 / BM-S-40,Bauna - Piracaba,Cidade de Itajai,Bauna/Piracaba,Petrobras,,Installed,2013,2022,Ship,FPSO,Oil,Y,Y,N,Y,,275,"2/13: production begins

11/12: FPSO to leave Singapore again on November 10.

30/08/12: FPSO left Singapore for Brazil, but came back due to fire onboard.

05/12: expected in Brazil in early Q4 2012
10/10 previously known as PetroProd 1"
South America,Brazil,S-M-1288 / BM-S-40,Bauna - Piracaba,Atlantic Zephyr (SS-11),Tiro/ Sidon EWT,,,Removed,2010,2013,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,235,
South America,Brazil,S-M-1288 / BM-S-40,Bauna - Piracaba,Vare,Tiro/ Sidon EWT,,,Removed,2010,2013,Ship,FSO,,,Y,,,,235,"4/14 has been sold to Exim for scrapping
1/14: Name changed from Avare to Vare"
South America,Brazil,BES-100,Bia/Camarupim,Cidade de Sao Mateus FPSO,Bia/Camarupim (ESS-164),,,Installed,2009,2018,Ship,FPSO,Oil & Gas,Y,Y,,Y,,790,11/08 investment of USD 500 million
South America,Brazil,,Bicudo,P-65 (ex Sedco 135-D),Bicudo I,Petrobras,,Removed,1982,1987,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,145,"aka SS-06, one of first Brazilian offshore drilling units and later floating production facility, now dewatering facility; no longer in production market"
South America,Brazil,,Bicudo,P-7,Bicudo II,Petrobras,,Installed,1988,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,209,
South America,Brazil,,Bijupira Salema,Fluminense,Bijupira Salema,Shell,,Installed,2003,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,800,
South America,Brazil,,Bijupira Salema,P-13,Bijupira Salema Pilot,Shell,,Removed,1993,1999,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,900,Sold to Queiroz Galvaosubsidiary Star Internatinal Drilling and may beconverted back to drilling use.   Host 14 subsea wells. Fluminese commenced production on Bijupira/Salema 3q03.
South America,Brazil,,Brazil Gathering Systems,Cidade de Macae,PDET Program,Petrobras,,Installed,2007,2027,Ship,FSO,,,Y,,,,95,
South America,Brazil,,Brazil Gathering Systems,Pre-Salt FLNG Unit,Pre-Salt FLNG Unit,,,Possible,2022,,Ship,FPSO,Condensate & Gas,Y,,,,N,98,"2.7 million tonnes per annum of LNG
1 million tonnes per annum of LPG"
South America,Brazil,,Brazil Gathering Systems,Pre-Salt Logistics Hub,Pre-Salt Service Hub,,,Possible,2017,,Unknown Floating,Service,,,,,,,98,offshore services hub due to long distance to shore from pre-salt fields
South America,Brazil,,Brazil Gathering Systems,Pre-Salt Service Hub #2,Pre-Salt Service Hub,,,Possible,2018,,Other floating,,,,,,,,98,offshore services hub due to long distance to shore from pre-salt fields
South America,Brazil,,Brazil Gathering Systems,Pre-Salt Service Hub #3,Pre-Salt Service Hub,,,Possible,2018,,Other floating,,,,,,,,98,offshore services hub due to long distance to shore from pre-salt fields
South America,Brazil,,Brazil Gathering Systems,Pre-Salt Service Hub #4,Pre-Salt Service Hub,,,Possible,2018,,Other floating,,,,,,,,98,offshore services hub due to long distance to shore from pre-salt fields
South America,Brazil,,Brazil Gathering Systems,Pre-Salt Service Hub #5,Pre-Salt Service Hub,,,Possible,2018,,Other floating,,,,,,,,98,offshore services hub due to long distance to shore from pre-salt fields
South America,Brazil,,Brazil Gathering Systems,UOTE FSO,UOTE,Petrobras,,Contracted,2015,2040,Ship,FSO,Oil,,,,,,98,"8/12: expected in Brazil in mid .2013. Startup in June 2014.

VLCC Northern Jewel to be converted at the Shanhaiguan yard in China.

UOTE - ""Unidade Offshore de Transferencia e Exportacao"". Will assist in the export of oil from pre-salt fields in the Campos and Santos Basins: Marlim, Roncador, Marlim Sul, Albacora Leste, Lula, Sapinhoa, etc."
South America,Brazil,BS-3,BS-3 Integrated Project,Alagoas,Caravela,Petrobras,,Removed,1992,2002,Ship,FSO,,,Y,,,,195,
