FieldsBase Floating Platform Installation Search - Data Download,,,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:03 for Dirk Rook,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Region,Country,Block,Field,Platform name,Project,Operator,Owner,Status,Installation year,Removal year,Type,Function,Production type,Process module,Accommodation module,Drilling module,Utility module,Well head module,Water depth (m),Remark
"USA, Gulf of Mexico",USA,Miss Canyon - 252,Macondo,Helix Producer I,Macondo Oil Spill,Helix,,Removed,2010,2010,Ship,Other,Oil & Gas,Y,Y,,Y,,"1,524",3/13: HP1 expected to remain on Phoenix field through 2019; following this would be redeployed to marginal field or as an EPS on another field.
"USA, Gulf of Mexico",USA,Miss Canyon - 252,Macondo,Paragon FPSO1,Macondo Oil Spill,,,Removed,2010,2010,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,524","8/04/2014 previous name Noble Seillean
10/12: FPSO will be cold-stacked.
01/12: FPSO warm-stacked in Louisiana, USA. Being marketed in S.America and West Africa."
"USA, Gulf of Mexico",USA,Green Canyon - 825,Mad Dog South,Mad Dog Phase II Semi,Mad Dog Phase II,,,Planned,2018,,Semi,FPS,Oil & Gas,,,,,,"1,700",2/28/2014: BP opting for a semi-based development
"USA, Gulf of Mexico",USA,Garden Banks - 783,Magnolia,Magnolia TLP,Magnolia,ConocoPhillips,,Installed,2004,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,463",
"USA, Gulf of Mexico",USA,Green Canyon - 608,Marco Polo,Marco Polo,Marco Polo,Anadarko,,Installed,2003,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,311",
"USA, Gulf of Mexico",USA,Viosca Knoll - 915,Marlin Hub,Marlin,Marlin,BP,Shell,Installed,1999,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,988,
"USA, Gulf of Mexico",USA,Miss Canyon - 807,Mars,Mars,Mars,Shell,,Installed,1996,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,896,
"USA, Gulf of Mexico",USA,Miss Canyon - 898,Mars B,Olympus,Mars B,Shell,,Installed,2014,,TLP,FPS,Oil & Gas,Y,Y,Y,,Y,"1,219",The Mars B project involves the installation a new 24 slot dry-tree TLP including integrated rig and export system.
"USA, Gulf of Mexico",USA,Miss Canyon - 243,Matterhorn,Matterhorn,Matterhorn,Total,,Installed,2003,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,869,
"USA, Gulf of Mexico",USA,Miss Canyon - 582,Medusa,Medusa,Medusa,Murphy,,Installed,2003,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,671,
"USA, Gulf of Mexico",USA,Ewing Bank - 921,Morpeth,Morpeth,Morpeth,Eni,,Installed,1998,,TLP,FPS,Oil & Gas,Y,Y,N,Y,Y,521,
"USA, Gulf of Mexico",USA,Miss Canyon - 474,Na Kika,Na Kika,Na Kika,,,Installed,2003,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,935","26 Riser baskets for Steel Catenary Risers

Shell served as operator during construction phase; BP serves as operator from production onwards."
"USA, Gulf of Mexico",USA,East Breaks - 602,Nansen,Global Producer V,Nansen,Anadarko,,Installed,2002,,Spar,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,128",
"USA, Gulf of Mexico",USA,Green Canyon - 613,Neptune,Neptune TLP,Neptune TLP,BHP Billiton,,Installed,2008,,TLP,Other,Oil & Gas,N,N,,N,N,"1,290",Atlantia SeaStar design
"USA, Gulf of Mexico",USA,Viosca Knoll - 826,Neptune A,Neptune A,Neptune A,Anadarko,,Installed,1997,,Spar,FPS,Oil & Gas,Y,Y,Y,Y,Y,588,
"USA, Gulf of Mexico",USA,Alaminos Canyon - 857,Perdido,Perdido Hub,Perdido,Shell,,Installed,2010,,Spar,FPS,Oil & Gas,Y,Y,Y,Y,Y,"2,460",6/4/08: Construction of hull complete. Mighty Servant 1 transporting hull from Finland to GoM.
"USA, Gulf of Mexico",USA,Green Canyon - 237,Phoenix,Helix Producer I,Phoenix,Helix,,Installed,2010,,Ship,Other,Oil & Gas,Y,Y,,Y,,610,3/13: HP1 expected to remain on Phoenix field through 2019; following this would be redeployed to marginal field or as an EPS on another field.
"USA, Gulf of Mexico",USA,Ewing Bank - 1003,Prince,Prince,Prince,El Paso,,Installed,2001,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,442,
"USA, Gulf of Mexico",USA,Viosca Knoll - 956,Ram Powell,Ram/Powell,Ram Powell,Shell,,Installed,1997,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,980,
"USA, Gulf of Mexico",USA,Garden Banks - 876,Red Hawk,Red Hawk,Red Hawk,Anadarko,,Removed,2004,2011,Spar,Other,Gas,Y,Y,N,Y,Y,"1,615",3/13: platform to be removed; hull to be reefed.
"USA, Gulf of Mexico",USA,Walker Ridge - 52,Shenandoah,Shenandoah,Shenandoah,Anadarko,,Planned,2018,,Spar,FPS,Oil,,,,,,"1,750",
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi,Shenzi,BHP Billiton,,Installed,2009,,TLP,Other,Oil & Gas,Y,Y,,N,N,"1,344",Modec MOSES design
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Pony,Stampede (Pony/Knotty Head),Hess,,Contracted,2018,,TLP,FPS,,,,,,,823,"9/14: Project approved by Hess board, awaits approval from project partners

7/13: Sanction pending; Modec signed pre-sanction contract with Hess for EPCM of hull and mooring systems, contingent on sanction."
"USA, Gulf of Mexico",USA,Walker Ridge - 508,Stones,Turritella,Stones,Shell,,Contracted,2016,2026,Ship,FPSO,Oil,Y,Y,N,,,"2,919","tanker purchased for USD 28 million
world's deepest disconnectable FPSO; SCR setup
will be deepest offshore production facility of any type in the world"
"USA, Gulf of Mexico",USA,Green Canyon - 640,Tahiti,Tahiti,Tahiti,Chevron,,Installed,2009,,Spar,Other,Oil & Gas,Y,Y,N,Y,Y,"1,280",
"USA, Gulf of Mexico",USA,Miss Canyon - 941,Telemark Hub,ATP Titan,Telemark Hub Phase I,ATP Oil & Gas,,Installed,2010,,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,"1,196","Drilling capacity will be removed later once wells are drilled.

04/09 - 95% complete."
"USA, Gulf of Mexico",USA,Atwater Valley - 63,Telemark Hub,ATP Titan,Telemark Hub Phase II,ATP Oil & Gas,,Contracted,2016,,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,"1,334","Drilling capacity will be removed later once wells are drilled.

04/09 - 95% complete."
"USA, Gulf of Mexico",USA,Miss Canyon - 736,Thunder Hawk,Thunder Hawk,Thunder Hawk,Murphy,,Removed,2009,2014,Semi,FPS,Oil & Gas,Y,Y,N,Y,Y,"1,900",
"USA, Gulf of Mexico",USA,Miss Canyon - 778,Thunder Horse,Thunder Horse,Thunder Horse,BP,,Installed,2008,,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,840",
"USA, Gulf of Mexico",USA,Keathley Canyon - 102,Tiber,Tiber Spar,Tiber,BP,,Possible,2020,,Spar,FPS,Oil,,,,,,"1,259",
"USA, Gulf of Mexico",USA,Miss Canyon - 725,Tubular Bells,Gulfstar 1 (GS1) Tubular Bells,Tubular Bells,Hess,,Contracted,2014,,Spar,FPS,Oil,Y,Y,Y,Y,Y,"1,309",4/11: Williams to operate and own spar that will serve field
"USA, Gulf of Mexico",USA,Green Canyon - 337,Typhoon,Typhoon,Typhoon,,,Removed,2001,2005,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,610,
"USA, Gulf of Mexico",USA,Miss Canyon - 809,Ursa,Ursa,Ursa,Shell,,Installed,1998,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,"1,158",
"USA, Gulf of Mexico",USA,Miss Canyon - 984,Vito,Vito TLP,Vito,Shell,,Possible,2020,,TLP,FPS,Oil,,,,,,"1,256",Platform could be a TLP or semi
"USA, Gulf of Mexico",USA,Miss Canyon - 547,Who Dat,Who Dat,Who Dat,LLOG,,Installed,2011,,Semi,Other,Oil & Gas,Y,Y,,Y,,914,"platform formerly named OPTI-EX. EXMAR paid USD 400 million for unit by LLOG

7/11: platform towed out to MC 547 and sucessfully installed. Production pending subsea installation."
"USA, Pacific",USA,188,Hondo,Exxon Santa Ynez,Hondo,ExxonMobil,,Removed,1981,1995,Ship,Other,Oil,Y,Y,N,Y,N,366,
West Africa,Angola,Cabinda A,,Berge Okoloba Toru LPG FPSO,Malongo,,,Removed,1982,1988,Ship,FPSO,Gas,Y,Y,,Y,N,,Lpg FPSO
West Africa,Angola,Cabinda A,,LPG FSO Berge Troll,Malongo,,,Removed,1988,2005,Ship,FSO,,Y,Y,N,Y,N,,
West Africa,Angola,18,Blk 18 West,Block 18 West FPSO,Block 18 West (Platina/Chumbo/Cesio),BP,,Planned,2018,,Ship,FPSO,Oil,,,,,,"1,400",
West Africa,Angola,31,Blk 31 Phase I / NE Blk 31 / PSVM,PSVM FPSO,Blk 31 Phase I / NE Blk 31 / PSVM,BP,Sinopec,Installed,2013,2018,Ship,FPSO,Oil,,,,,,"1,981",4/11: FPSO delivered. Will sail to Angola shortly.
West Africa,Angola,31,Blk 31 Phase II / SE Blk 31 / PAJD,SE Block 31 FPSO 1,Blk 31 Phase II / SE Blk 31 / PAJD,BP,"Sinopec, Total, Marathon, ExxonMobil, Sonangol",Planned,2018,,Ship,FPSO,Oil,Y,Y,,Y,,"1,999","8/11: No movement expected wrt this FPSO contract in the short term.

newbuild FPSO"
West Africa,Angola,31,Blk 31 Phase III / Blk 31 MID,Blk 31 MID FPSO,Blk 31 Phase III / Blk 31 MID,,"Sinopec, Total, ExxonMobil, Marathon, Sonangol",Possible,2023,,Ship,FPSO,Oil,Y,Y,N,Y,,"1,633","8/11: No movement expected wrt this FPSO contract in the short term.

newbuild FPSO"
West Africa,Angola,21,Cameia,Cameia,Cameia Mound Development,Cobalt Intl,,Tendering,2017,,Ship,FPSO,Oil,,,,,,"1,682",
West Africa,Angola,3,Canuku area development,Ocean Producer,Canuku,,,Removed,2001,2008,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,50,"02/10(4Q & yearly earnings) Oceaneering sold to unknown for USD 1.9 million.
08/09: completed its contract with Sonangol on  the Canuku field.  Field abandonment is currently underway and the unit is expected to leave the field before the end of September 2009. Oceaneering states it has not yet determined what will be the next location of the vessel, but has had several discussions with Sonangol and other operators as to what opportunities might exist."
West Africa,Angola,16,Chissonga,,Chissonga,,,Tendering,2018,,TLP,Wellhead,Oil,,,,,,"1,230",
West Africa,Angola,16,Chissonga,Chissonga FPSO,Chissonga,Maersk Oil,"Odebrecht, Sonangol",Tendering,2018,,Ship,FPSO,Oil,,,,,,"1,230",
West Africa,Angola,17,Clov,CLOV FPSO,Clov,Total,,Installed,2014,,Ship,FPSO,Oil & Gas,Y,Y,,Y,,"1,356",
West Africa,Angola,17,Dalia,Dalia FPSO,Dalia,Total,,Installed,2006,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,360",
West Africa,Angola,15/06,East Hub,East Hub FPSO,East Hub,Eni,,Contracted,2016,2028,Ship,FPSO,Oil,,,,,,500,"10/14: Conversion expected to complete in Q2 2016
04/14: Armada Ali, formerly known as MT Osprey, the 1999-built double-hulled tanker was acquired for USD 29 million in Nov 2012
1/12: FPSO sanctioned"
West Africa,Angola,2,Essungo,Essungo FSO,Essungo,,,Installed,1980,,Ship,FSO,,,Y,,,,35,
West Africa,Angola,4,Gimboa,Gimboa,Gimboa,,,Installed,2009,2017,Ship,FPSO,Oil & Gas,Y,Y,,Y,,700,
West Africa,Angola,17,Girassol,FPSO Girassol,Girassol,,,Installed,2001,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,400",
West Africa,Angola,20,GOLD (Greater Orca Lontra Development),GOLD,GOLD (Greater Orca Lontra Development),Cobalt Intl,,Planned,2019,,Ship,FPSO,Oil,,,,,,944,10/14: Expected to be a leased FPSO.
West Africa,Angola,18,Greater Plutonio,Greater Plutonio,Greater Plutonio,BP,Sonangol,Installed,2007,,Ship,FPSO,Oil,Y,Y,,Y,N,"1,400",
West Africa,Angola,32,Kaombo (Block 32 CSE),CLM FPSO (Kaombo Ph 2),Kaombo,Total,"Sonangol, Marathon, Petrogal",Contracted,2017,,Ship,FPSO,Oil,Y,Y,N,,,"1,757","tanker newbuild price: USD 120M
Total purchased 9/14 for USd 89M"
West Africa,Angola,32,Kaombo (Block 32 CSE),GG FPSO (Kaombo Ph1),Kaombo,Total,"Sonangol, Petrogal, Marathon",Contracted,2017,,Ship,FPSO,Oil & Gas,Y,Y,,,N,"1,702","tanker newbuild price USD 120M
Total purchased USD 89M"
West Africa,Angola,4/26,Kiabo,Ocean Producer,Kiabo,,,Removed,1994,2001,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,75,"02/10(4Q & yearly earnings) Oceaneering sold to unknown for USD 1.9 million.
08/09: completed its contract with Sonangol on  the Canuku field.  Field abandonment is currently underway and the unit is expected to leave the field before the end of September 2009. Oceaneering states it has not yet determined what will be the next location of the vessel, but has had several discussions with Sonangol and other operators as to what opportunities might exist."
West Africa,Angola,4/23,Kiame,Petroleo Nautipa FPSO,Kiame,,,Removed,1998,2002,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,145,"7/12: Vaalco has agreed to a five-year extension for the lease and operation of the FPSO Petroleo Nautipa. The firm period is extended from Q3 2015 to Q3 2020, with options for a further two years. BW estimated the total revenue at USD 300 million including options - up from USD 100 million under the previous contract. The vessel will undergo a life-extension upgrade with an estimated capex of USD 30 million.

100 % Tinworth Pte LtdFred.Olsen Production ASA
 - 50 % Fred. Olsen Production ASA
 - 50 % Prosafe Production (Singapore)"
West Africa,Angola,15,Kizomba A,Kizomba A,Kizomba A,ExxonMobil,,Installed,2004,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,158",
West Africa,Angola,15,Kizomba A,Kizomba A - TLP,Kizomba A,ExxonMobil,,Installed,2004,,TLP,Other,,Y,Y,Y,Y,Y,"1,250",10/09: 12 dry production trees (36 well capacity)
West Africa,Angola,15,Kizomba B,Kizomba B,Kizomba B,,,Installed,2005,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"1,067",
West Africa,Angola,15,Kizomba B,Kizomba B - TLP,Kizomba B,ExxonMobil,,Installed,2005,,TLP,Other,,Y,Y,Y,Y,Y,"1,250",
West Africa,Angola,15,Kizomba C,Mondo FPSO,Kizomba C I,ExxonMobil,,Installed,2008,2023,Ship,FPSO,Oil,Y,Y,,Y,N,700,
West Africa,Angola,15,Kizomba C,FPSO Saxi-Batuque,Kizomba C II,ExxonMobil,,Installed,2008,2023,Ship,FPSO,Oil & Gas,Y,Y,,Y,,700,
West Africa,Angola,14,Kuito,FPSO Kuito,Kuito Phase 1A,,,Removed,1999,2013,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,400,"05/14: Decommissioning to be completed by Q3 2014. Future conversion opportunities for the unit estimated to be complicated and may be considered for scrapping.
Owned in joint venture with Sonasing."
West Africa,Angola,2,Lombo East,Lobom Este,Lombo East,PVEP,,Removed,1997,2001,Ship,FSO,,,Y,,,,37,
West Africa,Angola,2,Lombo East,Lombo East FPSO,Lombo East,,,Removed,1995,2001,Ship,FPSO,Oil,Y,Y,,Y,N,37,
West Africa,Angola,14,Lucapa,Lucapa FPSO,Lucapa,Chevron,,Tendering,2020,,Ship,FPSO,Oil & Gas,,,,,,"1,201",
West Africa,Angola,14,Negage,Negage FPSO,Negage,,,Possible,2018,,Ship,FPSO,Oil & Gas,N,N,,N,N,"1,444",12/07: BW Offshore has bid in to provide FPSO
West Africa,Angola,0 (Area A and B),Nemba,FPSO Jamestown,Nemba EPS,,,Removed,1996,1998,Ship,FPSO,,Y,Y,,Y,N,120,"2008: sold for scrap
Sold as is in Fujairah (United Arab Emirates) for
demolition in Bangladesh at 475 $ per ton."
West Africa,Angola,3,Palanca,FSO Luxembourg,FSO Palanca Replacement,Sonangol,"China Sonangol, AJOCO, Eni, Somoil, INA-NAFTAPLIN, NIS",Removed,2012,2013,Ship,FSO,Oil,,,,,,60,"2/14 was sold to Modec for USD 28 million who will convert it into an FPSO.
01/2013: The Euronav-owned Luxembourg IMO number is 9171436
7/12: The unit is owned by Euronav who has chartered it to Exmar for 11 months firm for use on Sonangol's Palanca Terminal, during the refurbishment of FSO Palanca."
West Africa,Angola,3,Palanca,Licorne Pacifique,Palanca,,"AJOCO, China Sonangol, Eni, INA-NAFTAPLIN, Somoil, NIS",Removed,1985,1992,Ship,FSO,,,Y,,,,60,
West Africa,Angola,3,Palanca,Palanca,Palanca,,"NIS, INA-NAFTAPLIN, China Sonangol, Eni, AJOCO, Somoil",Installed,1991,2017,Barge floating,FSO,,N,Y,N,N,N,44,
West Africa,Angola,17,Pazflor,Pazflor FPSO,Pazflor Phase I,Total,,Installed,2011,,Ship,FPSO,Oil,Y,Y,,Y,N,"1,030","02/08: Daewoo Shipbuilding and Marine has awarded a contract to KBR for provision of engineering, procurement and interface design services for topsides on Total's Pazflor FPSO.  Pazflor's design is a purpose-built FPSO with a topsides weight of 32,200 tonnes. The vessel will have a processing capacity of 200,000 b/d of oil and 150 million scf/d of gas, as well as a storage capacity of around 1.9 million barrels of crude. The FPSO will have a 20-year design life, with quarters for 220 workers. First oil from the Pazflor project, which includes the Perpetua, Acacia, Zinia and Hortensia fields, is expected in 2011. The FPSO, being built at Daewoo's fabrication yard in South Korea, will be spread-moored in 762 msw atop 25 subsea oil wells, two gas injection wells and 22 water injection wells.

10/07: Budgetry issues to be addressed before contract awards. Daewoo leading bidder for FPSO. Technip/Acergy may win subsea work.

10/07: Contract awards some way off. FPSO award likely early 2008. Daewoo is front-runner."
West Africa,Angola,1,Safueiro,Acqua Blu,Safueiro,,,Removed,1988,1989,Ship,FPSO,,Y,Y,N,Y,N,45,
West Africa,Angola,0 (Area A and B),Sanha,LPG FPSO Sanha,Sanha,Chevron,,Installed,2005,,Ship,FPSO,,Y,Y,,Y,N,99,"First LPGFPSO to be installed offshore. Lease term is for 8 yrs. Maximum throughput = 37,370 bpd of lpg. Mitsui and IHI signed construction contracts with SBM to build the FPSO. Largest LPG hull ever built. First production in April 2005."
West Africa,Angola,15/06,West Hub,N'Goma,West Hub,Eni,,Contracted,2014,2026,Ship,FPSO,Oil,Y,Y,N,Y,,"1,349","7/14: FPSO naming ceremony held on July 18 and the unit is mobilising to the project's location.
5/14: Refurbishment and conversion of the FPSO was completed at the Keppel shipyard. The unit is on its way to Angola where conversion work will be completed at the Paenal yard. First production is on-track for H2 2014.
formerly Xikomba FPSO"
West Africa,Angola,15/06,West Hub Phase II,Mpungi FPSO,West Hub Phase II,Eni,,Possible,2019,,Ship,FPSO,Oil,,,,,,"1,050",
West Africa,Angola,15,Xikomba,N'Goma,Xikomba,,,Removed,2003,2011,Ship,FPSO,Oil,Y,Y,N,Y,,"1,355","7/14: FPSO naming ceremony held on July 18 and the unit is mobilising to the project's location.
5/14: Refurbishment and conversion of the FPSO was completed at the Keppel shipyard. The unit is on its way to Angola where conversion work will be completed at the Paenal yard. First production is on-track for H2 2014.
formerly Xikomba FPSO"
West Africa,Cameroon,,,Massongo FSO,Kole 2012,,,Installed,2012,,Ship,FSO,Oil,,,,,,25,
West Africa,Cameroon,,Chad-Cameroon,Kome-Kribi 1,Chad-Cameroon P/l Project,ExxonMobil,,Installed,2003,,Ship,FSO,Oil,N,Y,N,N,N,35,"Inlet capacity of 250,000 b/d."
West Africa,Cameroon,,Kole,Kingsway,Kole,,,Removed,2007,2012,Ship,FSO,Oil,,Y,,,,25,
West Africa,Cameroon,,Kribi,USF-1,Kribi,Perenco,,Installed,1997,,Ship,FSO,,,Y,,,,30,Ebome Marine Terminal
West Africa,Cameroon,Moudi,Moudi,Moudi FSO,Moudi,Perenco,,Removed,1983,2012,Ship,FSO,,,,,,,58,"271,179 cbm"
West Africa,Congo,,Azurite,Azurite FDPSO,Azurite,,,Removed,2009,2014,Ship,FPSO,Oil & Gas,Y,Y,Y,Y,Y,"1,380","03/08:Keppel Benoi yard will take delivery of the production topsides for FDPSO in Q208. Drilling equipment modules will be integrated onto the vessel in Q308. The vessel will sail to the field in Q408.

11/07: Kencana wins contract to fabricate topside modules and piperacks for FPSO"
West Africa,Congo,Haute Mer,Moho Bilondo,Alima FPU,Moho Bilondo Phase 1E,,,Installed,2008,,Barge floating,Other,Oil & Gas,Y,Y,N,Y,Y,546,"09/11: Barge 16240 M Ton, Mooring eqpt 1624 Mton"
West Africa,Congo,Moho Bilondo,Moho Nord,Moho Nord FPU,Moho Nord,Total,,Contracted,2016,,Ship,Other,Oil & Gas,Y,,,,,"1,078",3/11: the FPU will produce a separate part of the field and will be connected to subsea wells and the TLP. Tenders for the FPU will be issued in 2012.
West Africa,Congo,Moho Bilondo,Moho Nord,Moho Nord TLWP,Moho Nord,Total,,Contracted,2016,,TLP,Wellhead,Oil & Gas,,,,,,"1,078","09/12: HHI confirms that hull will be 10,000 tonnes and topsides will be 6,000 tonnes.

11/11: hull of around 7000 tonnes and topsides of 5000 tonnes.

3/11: dry-tree unit; to be installed before the FPU to begin drilling earlier. TLWP will be tied to the FPU."
West Africa,Congo,Haute Mer,N'Kossa,NKossa II LPG FSO,N'Kossa,Total,,Installed,1996,2018,Ship,FSO,,,Y,,,,135,"storage capacity: 78,000 scm."
West Africa,Congo,Haute Mer,N'Kossa,NKossa NKP,N'Kossa,,,Installed,1996,,Barge floating,FPSO,Oil & Gas,Y,Y,N,Y,Y,158,
West Africa,Congo,Haute Mer,N'Kossa,Yoho FSO (ex Nkossa 1),N'Kossa,,,Removed,1996,2003,Ship,FSO,Oil,,Y,,,,205,FSO will remain on field until November 2008.   Vessel previously operated on the N'Kossa field off Congo for Total. MSE in Malaysia selected by SBM for refurb and repair work in preparation for installation on Yoho. Vessel will replace SBM's FPSO Falcon 4q05.
West Africa,Congo,Marine I,Yombo,Conkouati FPSO,Yombo,CMS Nomeco,,Installed,1991,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,85,
West Africa,"Congo, Democratic Republic of",,Moanda,Muadi,Moanda,Perenco,,Removed,1990,2008,Ship,FSO,,,Y,,,,27,
West Africa,"Congo, Democratic Republic of",,Moanda,Kalamu,Moanda FSO Replacement,Perenco,,Installed,2008,,Ship,FSO,Oil,,Y,,,,27,
West Africa,Cote d'Ivoire,,,Ivory Coast (Cote d'Ivoire)  FSRU,Ivory Coast FSRU,Petroci,,Contracted,2016,,Ship,Floating Storage Regasification Unit,Gas,,,,,,,The FSRU LNG storage capacity will be 125.000 m3.
West Africa,Cote d'Ivoire,CI-40,Baobab,Baobab Ivoirien MV10,Baobab,CNR International,,Installed,2005,2015,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,970,
West Africa,Cote d'Ivoire,CI-26,Espoir,Conkouati FPSO,Espoir,,,Removed,1982,1988,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,85,
West Africa,Cote d'Ivoire,CI-26,Espoir,Espoir Ivoirien FPSO,Espoir Redevelopment Phase 1 (East Espoir),CNR International,,Installed,2002,2017,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,120,
West Africa,Equatorial Guinea,I,Aseng,FPSO Aseng,Aseng (ex Benita),Noble Energy,,Installed,2011,2026,Ship,FPSO,Oil & Gas,Y,Y,N,Y,?,951,
West Africa,Equatorial Guinea,R (ex-Block E),Block R,Block R FLNG,Block R FLNG Phase 1,Ophir Energy,,Tendering,2019,,Ship,FPSO,Gas,,,,,,"1,691",1/14: Planned production capacity of 2.5 million tonnes a year.
West Africa,Equatorial Guinea,G,Ceiba,Sendje Berge,Ceiba Phase 1,,,Removed,2000,2002,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,850,
West Africa,Equatorial Guinea,G,Ceiba,Sendje Ceiba FPSO,Ceiba Phase 1,Hess,,Installed,2002,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,88,
West Africa,Equatorial Guinea,G,Okume Complex,Okume/Ebano TLP,Okume Complex,Hess,,Installed,2006,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,503,Modec SSIP design
West Africa,Equatorial Guinea,G,Okume Complex,Oveng TLP,Okume Complex,Hess,,Installed,2007,,TLP,Other,Oil & Gas,Y,Y,Y,Y,Y,274,Modec SSIP design
West Africa,Equatorial Guinea,P,Venus (ex-Green Sand P-2),Block P FPSO,Venus (ex-Green Sand),GEPetrol,DNO,Possible,2017,,Ship,FPSO,Oil & Gas,Y,Y,,Y,,300,
West Africa,Equatorial Guinea,B,Zafiro,Harrier,Zafiro Phase I,ExxonMobil,,Removed,1998,1999,Ship,FSO,,N,Y,N,N,N,317,
West Africa,Equatorial Guinea,B,Zafiro,Zafiro Producer,Zafiro Phase I,ExxonMobil,,Installed,1996,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,183,
West Africa,Equatorial Guinea,,Zafiro,FPSO Serpentina,Zafiro Southern Expansion,ExxonMobil,,Installed,2003,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,853,"ExxonMobil exercised purchase option and will take over ownership of FPSO Nov. 1, 2005."
West Africa,Gabon,Etame Marin,Etame,Petroleo Nautipa FPSO,Etame,Vaalco,,Installed,2002,2020,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,76,"7/12: Vaalco has agreed to a five-year extension for the lease and operation of the FPSO Petroleo Nautipa. The firm period is extended from Q3 2015 to Q3 2020, with options for a further two years. BW estimated the total revenue at USD 300 million including options - up from USD 100 million under the previous contract. The vessel will undergo a life-extension upgrade with an estimated capex of USD 30 million.

100 % Tinworth Pte LtdFred.Olsen Production ASA
 - 50 % Fred. Olsen Production ASA
 - 50 % Prosafe Production (Singapore)"
West Africa,Gabon,Gombe,Gombe Beta,Acqua Blu,Gombe Beta,,,Removed,1987,1988,Ship,FPSO,,Y,Y,N,Y,N,15,
West Africa,Gabon,Gombe,Gombe Beta,Ocean Producer,Gombe Beta,,,Removed,1991,1993,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,15,"02/10(4Q & yearly earnings) Oceaneering sold to unknown for USD 1.9 million.
08/09: completed its contract with Sonangol on  the Canuku field.  Field abandonment is currently underway and the unit is expected to leave the field before the end of September 2009. Oceaneering states it has not yet determined what will be the next location of the vessel, but has had several discussions with Sonangol and other operators as to what opportunities might exist."
West Africa,Gabon,,Inguessi,Bon Bateau,Inguessi,Perenco,,Removed,1983,2005,Ship,FSO,,N,Y,N,N,N,28,
West Africa,Gabon,,Inguessi,Fernan Vaz,Inguessi,Perenco,,Installed,2005,,Ship,FSO,,,Y,,Y,,28,
West Africa,Gabon,,Lucina,FSO Banio,Lucina,,,Installed,1974,,Ship,FSO,Oil,,,,,,32,
West Africa,Gabon,,Lucina,FSO Mayumba,Lucina FSO,Perenco,,Installed,2013,,Ship,FSO,Oil,,Y,,,,36,"10/13: Moored in Indonesia.
08/13: Left Keppel on July 31"
West Africa,Gabon,,Mayumba,Ventose,Mayumba,,,Installed,1980,,Ship,FSO,,,Y,,,,25,
West Africa,Gabon,,Olowi,Knock Allan,Olowi,CNR International,,Installed,2009,2019,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,35,
West Africa,Gabon,Dussafu Marin,Ruche (ex-Dussafu),Ruche FPSO,Ruche (ex-Dussafu),Harvest Natural Resources,,Tendering,2016,,Ship,FPSO,Oil,,,,,,118,
West Africa,Gabon,Kowe Marin,Tchatamba,Madiela,Tchatamba,,,Removed,1997,2003,Ship,FSO,,N,Y,N,N,N,46,"Oil inlet capacity of 24,000 b/d."
