FieldsBase Pipeline Search - Data Download,,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:14 for Dirk Rook,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Start region,End region,Start country,End country,Start block,End block,Start field,End field,Start water depth (m),End water depth (m),Project,Operator,Status,Type,Function,Product,Diameter (inch),Length (km),Installation year,Remark
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Brazos - A-76,Brazos - A-76,Brazos A-76,Brazos A-76,52,52,Brazos A-76,Transcontinental Gas Pipeline,Installed,Exportline,Production,,20,0,1990,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Brazos - A-76,Brazos - A-76,Brazos A-76,Brazos A-76,52,52,Brazos A-76,Transcontinental Gas Pipeline,Installed,Exportline,Production,,30,0,1990,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Brazos - A-76,Brazos - A-76,Brazos A-76,Brazos A-76,52,52,Brazos A-76,Transcontinental Gas Pipeline,Installed,Exportline,Production,,16,0,1990,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Brazos - A-76,Brazos - A-76,Brazos A-76,Brazos A-76,50,51,Brazos A-76 - 2007,Tarpon,Decommissioned,Flowline,Production,Gas/Condensate,6,0,2007,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 1,Breton Sound - 2,Breton Sound 1,Breton Sound 2,6,6,Breton Sound 1,Pogo,Installed,Flowline,Production,Gas,3,7,1987,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 1,Chandeleur Sound - 69,Breton Sound 1,Chandeleur Sound 69,4,5,Breton Sound 1,Legacy Resources,Installed,Flowline,Production,Gas,4,2,1989,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 11,Breton Sound - 11,Breton Sound 11,Breton Sound 11,5,5,Breton Sound 11,Huffco (A),Installed,Flowline,Production,Gas,3,2,1983,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 11,Breton Sound - 28,Breton Sound 11,Breton Sound 28,5,6,Breton Sound 11,Huffco (A),Installed,Flowline,Production,Gas,6,10,1983,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 13,Breton Sound - 11,Breton Sound 13,Breton Sound 11,6,5,Breton Sound 13,Denbury Resources,Installed,Flowline,Production,Gas,3,9,1996,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 17,Breton Sound - 32,Breton Sound 17,Breton Sound 32,6,8,Breton Sound 17,Southern Natural Gas Company,Installed,Flowline,Production,Gas,4,3,1981,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 21,"1,998",Breton Sound 21,State Lease 1998,6,5,Breton Sound 21,Anadarko,Installed,Flowline,Production,Gas,6,1,1991,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 21,Breton Sound - 21,Breton Sound 21,Breton Sound 21,5,5,Breton Sound 21,Anadarko,Installed,Flowline,Production,Water,8,0,1995,
"USA, Gulf of Mexico",,USA,,Breton Sound - 30,,Breton Sound 30,,6,6,Breton Sound 30,Devon Energy,Installed,Flowline,Production,Gas,4,4,1994,
"USA, Gulf of Mexico",,USA,,Breton Sound - 32,,Breton Sound 32,,5,5,Breton Sound 32,Anadarko,Installed,Flowline,Production,Gas,3,3,1993,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 41,Breton Sound - 41,Breton Sound 41,Breton Sound 41,10,11,Breton Sound 41,NCX,Installed,Flowline,Production,Gas/Condensate,10,7,2004,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 42,Breton Sound - 42,Breton Sound 42,Breton Sound 42,5,6,Breton Sound 42,ConocoPhillips,Installed,Flowline,Production,Gas,4,1,1984,"Formerly operated by Union Texas, then by Nerco O&G"
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 53,Breton Sound - 53,Breton Sound 53,Breton Sound 53,5,5,Breton Sound 53,Sabine Pipeline,Installed,Flowline,Production,Gas,4,1,1980,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 53,Breton Sound - 53,Breton Sound 53,Breton Sound 53,6,6,Breton Sound 53,Century Offshore Management,Installed,Flowline,Production,Gas,4,1,1990,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 53,Breton Sound - 53,Breton Sound 53,Breton Sound 53,5,6,Breton Sound 53,Walter Oil & Gas,Installed,Flowline,Production,Oil,2,1,1999,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 53,Breton Sound - 53,Breton Sound 53,Breton Sound 53,5,5,Breton Sound 53,Walter Oil & Gas,Installed,Flowline,Production,Gas,4,1,1999,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 54,Breton Sound - 53,Breton Sound 54,Breton Sound 53,5,5,Breton Sound 54,Transcontinental Gas Pipeline,Decommissioned,Flowline,Production,Gas,6,4,1983,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 54,Breton Sound - 55,Breton Sound 54,Breton Sound 55,5,5,Breton Sound 54,Transcontinental Gas Pipeline,Decommissioned,Flowline,Injection,Gas,3,2,1983,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 54,Main Pass - 43,Breton Sound 54,Main Pass 43,8,8,Breton Sound 54,Chevron,Installed,Flowline,Production,Oil,4,2,2000,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 54,Main Pass - 43,Breton Sound 54,Main Pass 43,8,8,Breton Sound 54,Chevron,Installed,Flowline,Injection,Gas,4,2,2000,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 54,Breton Sound - 55,Breton Sound 54,Breton Sound 55,6,5,Breton Sound 54,Walter Oil & Gas,Decommissioned,Flowline,Production,Gas,4,1,2002,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 55,Breton Sound - 54,Breton Sound 55,Breton Sound 54,5,5,Breton Sound 55,Transcontinental Gas Pipeline,Decommissioned,Flowline,Production,Gas,3,2,1983,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 55,Breton Sound - 54,Breton Sound 55,Breton Sound 54,5,5,Breton Sound 55,Transcontinental Gas Pipeline,Decommissioned,Flowline,Production,Oil,3,2,1983,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 55,Breton Sound - 55,Breton Sound 55,Breton Sound 55,16,16,Breton Sound 55,Chevron,Decommissioned,Flowline,Production,Oil,4,2,1984,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 55,Breton Sound - 55,Breton Sound 55,Breton Sound 55,16,16,Breton Sound 55,Chevron,Decommissioned,Flowline,Injection,Gas,4,2,1984,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 55,Breton Sound - 55,Breton Sound 55,Breton Sound 55,12,12,Breton Sound 55,Hess,Decommissioned,Flowline,Production,,6,1,1997,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 55,Breton Sound - 53,Breton Sound 55,Breton Sound 53,11,8,Breton Sound 55,Hess,Installed,Flowline,Production,Gas,6,11,1997,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 55,Main Pass - 42,Breton Sound 55,Main Pass 42,11,11,Breton Sound 55,Walter Oil & Gas,Installed,Flowline,Production,Gas,4,2,2000,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 56,,Breton Sound 56,Main Pass 41,12,17,Breton Sound 56,Chevron,Installed,Flowline,Production,Gas,6,5,1981,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Breton Sound - 56,,Breton Sound 56,Main Pass 41,12,12,Breton Sound 56,Chevron,Installed,Flowline,Production,Oil,6,6,1981,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 158,Ship Shoal - 332,Brutus,Ship Shoal 332,910,134,Brutus Export Lines,Tejas,Installed,Trunkline,Production,Gas,20,38,2000,"Nemo Gath Co LLC to build p/l; owned 66.08% Tejas + 33.92% Leviathan. Manta Ray Offsh Gath Sys = Tejas 50%, Leviathan 25.67%, Marathon 24.33%."
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 158,South Timbalier - 301,Brutus,South Timbalier 301,910,101,Brutus Export Lines,Equilon,Installed,Trunkline,Production,Oil,20,41,2000,Connect to existing Amberjack system for Shell.
"USA, Gulf of Mexico",,USA,,Keathley Canyon - 872,,Buckskin/Moccasin,,"2,103",,Buckskin/Moccasin,Chevron,Possible,Exportline,,,12,32,2017,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Keathley Canyon - 872,Keathley Canyon - 872,Buckskin/Moccasin,Buckskin/Moccasin,"2,103","2,103",Buckskin/Moccasin,Chevron,Possible,Umbilical,,,8,8,2017,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Keathley Canyon - 872,Keathley Canyon - 872,Buckskin/Moccasin,Buckskin/Moccasin,"2,103","2,103",Buckskin/Moccasin,Chevron,Possible,Flowline,,,8,8,2017,
"USA, Gulf of Mexico",,USA,,Keathley Canyon - 872,,Buckskin/Moccasin,,"2,103",,Buckskin/Moccasin,Chevron,Possible,Exportline,,,12,32,2017,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Keathley Canyon - 872,Keathley Canyon - 736,Buckskin/Moccasin,Buckskin/Moccasin,"2,109","2,060",Buckskin/Moccasin,Chevron,Possible,Umbilical,Injection,,2,8,2017,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Keathley Canyon - 736,Keathley Canyon - 872,Buckskin/Moccasin,Buckskin/Moccasin,"2,060","2,109",Buckskin/Moccasin,Chevron,Possible,Flowline,Production,Oil,10,8,2017,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Keathley Canyon - 872,Keathley Canyon - 872,Buckskin/Moccasin,Buckskin/Moccasin,"2,103","2,103",Buckskin/Moccasin,Chevron,Possible,Flowline,,,8,8,2017,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Keathley Canyon - 872,Keathley Canyon - 872,Buckskin/Moccasin,Buckskin/Moccasin,"2,103","2,103",Buckskin/Moccasin,Chevron,Possible,Umbilical,,,8,8,2017,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 65,Green Canyon - 19,Bullwinkle,Boxer,412,229,Bullwinkle,Dynamic Offshore Resources,Installed,Exportline,Production,Oil,12,12,1989,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 65,Green Canyon - 19,Bullwinkle,Boxer,412,229,Bullwinkle,Dynamic Offshore Resources,Installed,Exportline,Production,Oil,12,12,1991,
"USA, Gulf of Mexico",,USA,,Green Canyon - 65,,Bullwinkle,,412,780,Bullwinkle,Dynamic Offshore Resources,Installed,Exportline,Production,,16,13,1997,Amberjack line.
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 65,Green Canyon - 65,Bullwinkle,Bullwinkle,412,412,Bullwinkle 2015,Fieldwood Energy,Planned,Flowline,,Gas,6,2,2015,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Main Pass - 255,Main Pass - 252,Busch,Main Pass 252,101,85,Busch,Delmar,Installed,Flowline,Production,Gas,8,9,1994,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,South Timbalier - 81,South Timbalier - 68,Butch Cassidy,South Timbalier 68,20,17,Butch Cassidy,Stone Energy,Decommissioned,Flowline,,Gas/Condensate,6,4,2007,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Viosca Knoll - 251,Viosca Knoll - 252,Cadillac,Viosca Knoll 252,37,37,Cadillac,Chevron,Installed,Flowline,Production,,2,6,2000,Pipeline bundle.
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Viosca Knoll - 251,Mobile Bay - 113,Cadillac,Fairway,37,8,Cadillac,Williams,Installed,Exportline,Production,Gas,12,52,2000,"Export pipeline from Chevron's VK 251 ""A""."
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Viosca Knoll - 251,Viosca Knoll - 252,Cadillac,Viosca Knoll 252,37,37,Cadillac,Chevron,Installed,Flowline,Production,,6,6,2000,Pipeline bundle.
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Viosca Knoll - 251,Viosca Knoll - 252,Cadillac,Viosca Knoll 252,37,37,Cadillac,Chevron,Installed,Flowline,Production,Gas,3,6,2000,Pipeline bundle.
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Viosca Knoll - 251,Viosca Knoll - 252,Cadillac,Viosca Knoll 252,37,37,Cadillac,Chevron,Installed,Flowline,Production,,6,6,2000,Pipeline bundle.
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Viosca Knoll - 251,Main Pass - 154,Cadillac,Main Pass 154,37,34,Cadillac,Chevron,Installed,Flowline,Production,Water,4,13,2004,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 645,Ship Shoal - 332,Caesar Pipeline,Ship Shoal 332,"1,341",134,Caesar Pipeline,BP,Installed,Trunkline,Production,Oil,28,112,2004,"24"" laterals will branch off the main 28"" p/l to the individual fields. Pipeline scheduled to be inspected and commissioned by end-2005."
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 683,Green Canyon - 680,Caesar-Tonga,Constitution,"1,615","1,554",Caesar-Tonga,Anadarko,Installed,Flowline,Production,Gas,12,14,2010,27 miles in total of 12-in inside 7in pipe in pipe
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 680,Green Canyon - 683,Constitution,Caesar-Tonga,"1,554","1,615",Caesar-Tonga,Anadarko,Installed,Umbilical,Production,,2,23,2010,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 683,,Caesar-Tonga,Constitution,"1,615","1,554",Caesar-Tonga,Anadarko,Installed,Flowline,Production,Gas,12,14,2010,27 miles in total of 12-in inside 7in pipe in pipe
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 683,Green Canyon - 680,Caesar-Tonga,Constitution,"1,615","1,554",Caesar-Tonga,Anadarko,Installed,Flowline,Production,Gas,12,6,2010,27 miles in total of 12-in inside 7in pipe in pipe
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 683,Green Canyon - 680,Caesar-Tonga,Constitution,"1,615","1,554",Caesar-Tonga,Anadarko,Installed,Flowline,Production,Gas,12,8,2010,27 miles in total of 12-in inside 7in pipe in pipe
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 680,Green Canyon - 683,Constitution,Caesar-Tonga,"1,554","1,615",Caesar-Tonga,Anadarko,Installed,Umbilical,Production,,2,23,2010,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 683,Green Canyon - 683,Caesar-Tonga,Caesar-Tonga,"1,615","1,615",Caesar-Tonga Phase II,Anadarko,Construction,Umbilical,,Service,2,13,2015,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Green Canyon - 683,Green Canyon - 683,Caesar-Tonga,Caesar-Tonga,"1,615","1,615",Caesar-Tonga Phase II,Anadarko,Construction,Flowline,,Oil/Gas,12,13,2015,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Miss Canyon - 876,,Callisto (USA),Independence Hub,"2,374","2,374",Callisto,Anadarko,Installed,Flowline,Production,Gas,6,26,2010,Pipeline approved by BOEM 8/3/10
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,,Miss Canyon - 876,Independence Hub,Callisto (USA),"2,374","2,374",Callisto,Anadarko,Installed,Umbilical,Production,,4,26,2010,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Miss Canyon - 348,Main Pass - 261,Camden Hills,Canyon Station,"2,195",91,Camden Hills,Total,Installed,Flowline,Production,Gas,12,89,2002,"The 55-mile p/ls will begin at Marathon's Camden Hills fld then flow to TFE's Acongagua fld next to BP's King's Peak fld and terminate at Williams Energy's Canyon Station platform for production/processing. P/ls called, East & West lines.ATP exp"
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Main Pass - 261,Miss Canyon - 348,Canyon Station,Camden Hills,91,"2,197",Camden Hills,ATP Oil & Gas,Installed,Umbilical,,Other,6,85,2002,"electrohydraulic chemical umbilical. through Main Pass Block 282, Vioska Knoll Blocks 692, 736, 780, 781, 825, 869, 913, 914, 958, 1002, and 1003, Mississippi Canyon Blocks 41 and 85, Desoto Canyon Blocks 45, 89, 133, 177, 221 and 265, Mississippi Canyon Blocks 305 and 349, to Mississippi Canyon Block 348 Well No. 2"
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Miss Canyon - 348,Main Pass - 261,Camden Hills,Canyon Station,"2,195",91,Camden Hills,Total,Installed,Flowline,Production,Gas,12,89,2002,"The 55-mile p/ls will begin at Marathon's Camden Hills fld then flow to TFE's Acongagua fld next to BP's King's Peak fld and terminate at Williams Energy's Canyon Station platform for production/processing. P/ls called, East & West lines.ATP exp"
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Miss Canyon - 348,Miss Canyon - 348,Camden Hills,Camden Hills,"2,195","2,195",Camden Hills,ATP Oil & Gas,Installed,Umbilical,,Service,5,2,2002,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Ship Shoal - 332,High Island - A-5,Ship Shoal 332,High Island A-5,134,165,Cameron Highway,GulfTerra,Installed,Trunkline,Production,Oil,30,386,2003,"10/08. The 30in line then runs 240 miles along the US Outer Continental Shelf. It stretches west to a platform on Garden Banks 72 and then north-west to High Island A5

Part of the 380-mile Cameron Highway Oil Pipeline; will transport 500,000 b/d from Holstein, Atlantis & Mad Dog to Port Arthur & Texas City, TX. El Paso will build & operate the system.Came on stream Jan 4,2005."
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,High Island - A-5,High Island - 21,High Island A-5,High Island 21,20,0,Cameron Highway,GulfTerra,Installed,Trunkline,Production,Oil,24,113,2004,"Part of the 380-mile Cameron Highway Oil Pipeline; will transport 500,000 b/d from Holstein, Atlantis & Mad Dog to Port Arthur & Texas City, TX. El Paso will build & operate the system. HI A init pt may be existing or new facility. Inst to commence July 15."
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,High Island - A-5,High Island - 97,High Island A-5,High Island 97,20,0,Cameron Highway,GulfTerra,Installed,Trunkline,Production,Oil,24,111,2004,"Part of the 380-mile Cameron Highway Oil Pipeline; will transport 500,000 b/d from Holstein, Atlantis & Mad Dog to Port Arthur & Texas City, TX. El Paso will build & operate the system. HI A init pt may be existing or new facility."
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,,,Canvasback,East Cameron 359,137,98,Canvasback,Sonat Exploration,Installed,Flowline,Production,Gas,6,13,1997,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,,,Canvasback,East Cameron 49,15,15,Canvasback,Spirit Energy 76,Installed,Flowline,Production,Gas,4,3,1998,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,,,East Cameron 359,Canvasback,101,133,Canvasback,Energy Partners,Decommissioned,Umbilical,Production,,,11,2004,"Well completed June 11, 2004."
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,,,Canvasback,East Cameron 359,133,101,Canvasback,Energy Partners,Installed,Flowline,Production,Gas,4,11,2004,"Well completed June 11, 2004."
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Main Pass - 261,Viosca Knoll - 817,Canyon Station,Phar Lap,91,205,Canyon Station,Viosca Knoll Gathering Company,Installed,Trunkline,Production,Gas,20,40,1997,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Main Pass - 261,Main Pass - 261,Canyon Station,Canyon Station,84,84,Canyon Station,Soco,Decommissioned,Flowline,Production,Oil,6,1,1997,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Main Pass - 261,Main Pass - 260,Canyon Station,Main Pass 260,86,88,Canyon Station,"Williams, Viosca Knoll Gathering Company, Soco, Transco Inc, MERIT ENERGY PARTNERS",Installed,Trunkline,Production,Gas,20,5,1998,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Main Pass - 261,Mobile - 822,Canyon Station,Mobile 822,76,16,Canyon Station,Transco Inc,Installed,Trunkline,Production,Gas,24,92,1998,2/98: start constr. 7/1/98 in service. CANYON HORIZON to perform burial.
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Main Pass - 261,Main Pass - 261,Canyon Station,Canyon Station,91,87,Canyon Station,"Williams, Viosca Knoll Gathering Company, Soco, Transco Inc, MERIT ENERGY PARTNERS",Installed,Flowline,Production,Oil,4,1,2002,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Main Pass - 261,Main Pass - 261,Canyon Station,Canyon Station,91,87,Canyon Station,"Williams, Viosca Knoll Gathering Company, Soco, Transco Inc, MERIT ENERGY PARTNERS",Installed,Flowline,Production,Gas,16,2,2002,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Main Pass - 261,Main Pass - 261,Canyon Station,Canyon Station,91,86,Canyon Station,"Williams, Viosca Knoll Gathering Company, Soco, Transco Inc, MERIT ENERGY PARTNERS",Installed,Flowline,Production,Gas,12,2,2002,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Main Pass - 261,Main Pass - 261,Canyon Station,Canyon Station,91,87,Canyon Station,"Williams, Viosca Knoll Gathering Company, Soco, Transco Inc, MERIT ENERGY PARTNERS",Installed,Flowline,Production,Gas,12,2,2002,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,High Island - A-341,High Island - A-340,Capricorn,High Island A-340,73,73,Capricorn,BP,Cancelled,Flowline,Production,Oil,6,4,1979,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,High Island - A-341,High Island - A-340,Capricorn,High Island A-340,20,20,Capricorn,ANR Pipeline,Decommissioned,Flowline,Production,Gas,10,6,1981,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,High Island - A-341,High Island - A-340,Capricorn,High Island A-340,75,75,Capricorn,Mariner Energy,Installed,Flowline,Production,,8,5,2006,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Garden Banks - 426,Garden Banks - 427,Auger,Cardamom,853,853,Cardamom Deep,Shell,Installed,Umbilical,,Service,8,13,2013,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Garden Banks - 426,Garden Banks - 427,Auger,Cardamom,853,872,Cardamom Deep,Shell,Installed,Umbilical,,Service,2,13,2013,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Garden Banks - 426,Garden Banks - 427,Auger,Cardamom,853,872,Cardamom Deep,Shell,Installed,Umbilical,,Service,2,13,2013,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Garden Banks - 426,Garden Banks - 427,Auger,Cardamom,853,872,Cardamom Deep,Shell,Installed,Umbilical,,Service,2,13,2013,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Garden Banks - 426,Garden Banks - 427,Auger,Cardamom,853,872,Cardamom Deep,Shell,Installed,Umbilical,,Service,2,13,2013,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Garden Banks - 426,Garden Banks - 427,Auger,Cardamom,853,872,Cardamom Deep,Shell,Installed,Umbilical,,Service,2,13,2013,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Garden Banks - 426,Garden Banks - 427,Auger,Cardamom,853,872,Cardamom Deep,Shell,Installed,Umbilical,,Service,2,13,2013,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Garden Banks - 426,Garden Banks - 427,Auger,Cardamom,853,872,Cardamom Deep,Shell,Installed,Umbilical,,Service,2,13,2013,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Garden Banks - 427,Garden Banks - 426,Cardamom,Auger,853,853,Cardamom Deep,Shell,Construction,Flowline,,Oil/Gas,8,13,2014,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Garden Banks - 427,Garden Banks - 426,Cardamom,Auger,853,853,Cardamom Deep,Shell,Installed,Flowline,,Oil/Gas,8,13,2014,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Miss Canyon - 29,Viosca Knoll - 989,Mississippi Canyon 29,Pompano,671,393,Cardona,Stone Energy,Construction,Flowline,,Oil,6,13,2014,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Viosca Knoll - 989,Miss Canyon - 29,Pompano,Mississippi Canyon 29,393,671,Cardona,Stone Energy,Construction,Umbilical,,Service,5,8,2014,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Miss Canyon - 29,Viosca Knoll - 989,Mississippi Canyon 29,Pompano,671,393,Cardona,Stone Energy,Construction,Flowline,,Oil,6,13,2014,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Viosca Knoll - 989,Miss Canyon - 29,Pompano,Mississippi Canyon 29,393,671,Cardona,Stone Energy,Construction,Umbilical,Injection,Gas,5,8,2014,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Walker Ridge - 206,Walker Ridge - 206,Cascade/Chinook,Cascade/Chinook,"2,500","2,500",Cascade/Chinook Phase 1,Petrobras,Installed,Flowline,Production,Oil,9,12,2009,Following packages are reportedly going to:Saipem - riser towersTechnip - infield flowlines & manifoldsSubsea 7 - umbilicals andsubsea equip.Heerema - pipe-in-pipe high tensions.
"USA, Gulf of Mexico",,USA,,Walker Ridge - 206,,Cascade/Chinook,,"2,499",,Cascade/Chinook Phase 1,Petrobras,Installed,Exportline,,,6,87,2009,
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Walker Ridge - 469,Walker Ridge - 206,Cascade/Chinook,Cascade/Chinook,"2,691","2,500",Cascade/Chinook Phase 1,Petrobras,Installed,Flowline,Production,Oil,14,19,2009,9-in inside 14-in oil pipeline...Installation planned Spring 2009.
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Walker Ridge - 206,Walker Ridge - 206,Cascade/Chinook,Cascade/Chinook,"2,500","2,500",Cascade/Chinook Phase 1,Petrobras,Installed,Flowline,Production,Oil,9,12,2009,Following packages are reportedly going to:Saipem - riser towersTechnip - infield flowlines & manifoldsSubsea 7 - umbilicals andsubsea equip.Heerema - pipe-in-pipe high tensions.
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Walker Ridge - 206,Walker Ridge - 206,Cascade/Chinook,Cascade/Chinook,"2,500","2,500",Cascade/Chinook Phase 1,Petrobras,Installed,Umbilical,Production,,2,12,2009,Duco supplying umbilicals
"USA, Gulf of Mexico","USA, Gulf of Mexico",USA,USA,Walker Ridge - 469,Walker Ridge - 206,Cascade/Chinook,Cascade/Chinook,"2,683","2,484",Cascade/Chinook Phase 1,Petrobras,Installed,Flowline,Production,Oil,14,19,2009,9-in inside 14-in pipe-in-pipe....Installation Spring 2009.
