FieldsBase Pipeline Search - Data Download,,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:14 for Dirk Rook,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Start region,End region,Start country,End country,Start block,End block,Start field,End field,Start water depth (m),End water depth (m),Project,Operator,Status,Type,Function,Product,Diameter (inch),Length (km),Installation year,Remark
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,Injection,Water,10,3,2009,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,Injection,Water,10,3,2009,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,Injection,Water,10,3,2009,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,Injection,Water,10,3,2009,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,Injection,Water,20,6,2010,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,"Umm Shaif Gas Injection Facilities (USGIF), Umm Shaif Pipeline Replacement",Adma-Opco,Installed,Flowline,Production,Gas,14,6,2010,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Lulu,25,20,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,10,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Exportline,Production,Oil,24,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,5,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,Production,Oil,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Shaif,20,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Exportline,Production,Oil,24,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Oil Network Expansion Project,Adma-Opco,Construction,Flowline,,,6,15,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif trunkline replacement,Adma-Opco,Installed,Trunkline,Production,Oil,46,50,2010,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,14,8,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,9,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,12,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,14,8,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,12,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,9,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,12,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,12,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,6,5,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,14,8,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,9,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,9,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,6,5,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,9,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,18,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,42,5,2014,11/11: the combined length of the pipelines is around 180km.
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),"ZADCO, Adma-Opco",Construction,Flowline,Production,Oil,10,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),"ZADCO, Adma-Opco",Construction,Flowline,Production,Oil,6,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,20,7,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,18,10,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,14,8,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,20,8,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,20,5,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,16,8,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,16,8,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,16,6,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,6,5,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),ZADCO,Construction,Flowline,Production,Oil,6,5,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),"ZADCO, Adma-Opco",Construction,Flowline,Production,Oil,6,5,2014,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Upper Zakum (UZ 750),"ZADCO, Adma-Opco",Construction,Flowline,Production,Oil,10,10,2014,
Middle East,,United Arab Emirates,,,,,,,26,Vopak ENOC Terminal Extension,International Petroleum,Installed,Exportline,Production,Oil,24,3,2002,
Middle East,,United Arab Emirates,,,,,,26,,Vopak ENOC Terminal Extension,International Petroleum,Installed,Exportline,Production,Oil,24,3,2002,"the project also has PLEM, submarine & floating hoses tied in to the terminal's onshore manifold"
Middle East,,United Arab Emirates,,,,,,26,26,"Vopak Horizon Ppl, SPM replacement",Vopak Horizon Fujairah,Installed,Trunkline,Production,Oil,32,2,2013,08/12:  the pipeline will replace the 2002-installed pipeline
Middle East,,United Arab Emirates,,,,,,26,26,"Vopak Horizon Ppl, SPM replacement",Vopak Horizon Fujairah,Installed,Trunkline,Production,Oil,32,2,2013,
Middle East,,United Arab Emirates,,,,,,16,16,ZADCO 12-in flex ppl,ZADCO,Installed,Flowline,Production,Oil,12,3,2013,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,15,15,Zakum,Adma-Opco,Installed,Exportline,Production,Oil,,76,1977,"Includes 18 lines from 10"" to 24"" diameter"
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,12,12,Zakum,ZADCO,Installed,Exportline,Production,Oil,,711,1982,"Infield linesranging in diameter from 6"" -18"""
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,12,12,Zakum,ZADCO,Installed,Flowline,Injection,Water,,47,1982,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Umm Shaif,12,12,Zakum,Adma-Opco,Installed,Exportline,Production,,14,10,1982,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,12,12,Zakum,ZADCO,Installed,Exportline,Production,Water,,,1982,"Infield linesranging in diameter from 6"" -18"""
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Umm Shaif,12,12,Zakum,Adma-Opco,Installed,Flowline,Production,Water,10,10,1982,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Umm Shaif,12,12,Zakum,Adma-Opco,Installed,Flowline,Production,Oil,8,10,1982,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,11,11,Zakum,Adma-Opco,Installed,Exportline,Production,Gas,10,200,1985,Includes several lines
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,15,12,Zakum,ZADCO,Installed,Flowline,Production,Oil,8,5,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,15,12,Zakum,ZADCO,Installed,Flowline,Production,Oil,8,5,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,12,12,Zakum,ZADCO,Installed,Flowline,Injection,Water,6,4,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,12,12,Zakum,ZADCO,Installed,Flowline,Injection,Water,8,4,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,15,12,Zakum,ZADCO,Installed,Flowline,Production,Oil,8,5,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,12,12,Zakum,ZADCO,Installed,Flowline,Injection,Water,8,4,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,12,12,Zakum,ZADCO,Installed,Flowline,Injection,Water,12,4,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,15,12,Zakum,ZADCO,Installed,Exportline,Production,Oil,14,5,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,12,12,Zakum,ZADCO,Installed,Exportline,Production,Oil,12,5,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,19,19,Zakum,ZADCO,Installed,Exportline,Production,Oil,8,16,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,15,12,Zakum,ZADCO,Installed,Exportline,Production,Oil,14,5,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,12,12,Zakum,ZADCO,Installed,Exportline,Production,Oil,12,5,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,12,12,Zakum,ZADCO,Installed,Exportline,Production,Oil,12,5,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,15,12,Zakum,ZADCO,Installed,Exportline,Production,Oil,14,5,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,13,13,Zakum,Adma-Opco,Installed,Flowline,Production,Gas,6,5,1999,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,23,23,Zakum,Adma-Opco,Installed,Flowline,Injection,Water,14,5,1999,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,29,29,Zakum,Adma-Opco,Installed,Exportline,Production,Oil,24,9,2000,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,14,14,Zakum,Adma-Opco,Installed,Exportline,Production,Water,24,9,2000,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,24,24,Zakum,Adma-Opco,Installed,Exportline,Production,Gas,10,17,2000,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,25,25,Zakum,Adma-Opco,Installed,Exportline,Production,Oil,24,9,2002,Two Supercomplexes-Central+West-Multiple Wellhead+Tripod Platforms.
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,Ruwais,Zakum,Das Island,25,25,Zakum,Adma-Opco,Installed,Trunkline,Production,Water,30,90,2002,Two Supercomplexes-Central+West-Multiple Wellhead+Tripod Platforms.
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,25,25,Zakum,Adma-Opco,Installed,Flowline,Production,Water,8,16,2002,Two Supercomplexes-Central+West-Multiple Wellhead+Tripod Platforms.
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,25,25,Zakum,Adma-Opco,Installed,Exportline,Production,Oil,12,16,2002,Two Supercomplexes-Central+West-Multiple Wellhead+Tripod Platforms.
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,25,25,Zakum,Adma-Opco,Installed,Exportline,Production,Oil,14,16,2002,Two Supercomplexes-Central+West-Multiple Wellhead+Tripod Platforms.
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Zakum,Zakum,25,25,Zakum,Adma-Opco,Installed,Exportline,Production,Oil,14,6,2002,Two Supercomplexes-Central+West-Multiple Wellhead+Tripod Platforms.
Middle East,,United Arab Emirates,,,,,,19,19,Zakum (ZCSC) NAP & Demothballing,Adma-Opco,Installed,Exportline,Injection,Gas,30,0,2012,
Middle East,,United Arab Emirates,,,,Zakum,,14,0,"Zakum Main Oil Line Replacement, Emergency Pipeline Repair Service ( EPRS)",ZADCO,Installed,Trunkline,Production,Oil,42,60,2010,Replacement of existing line
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Exportline,Production,Oil,16,4,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,12,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,12,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,12,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,12,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,12,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,12,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,12,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Exportline,Production,Oil,16,4,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Exportline,Production,Oil,16,4,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Exportline,Production,Oil,16,4,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Exportline,Production,Oil,16,4,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Exportline,Production,Oil,16,4,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Exportline,Production,Oil,16,4,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,12,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Exportline,Production,Oil,16,4,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,8,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,8,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,8,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,8,3,2017,
Middle East,,United Arab Emirates,,,,Zakum,,16,16,Zakum Oil Lines Replacement Project - Phase 1 (ZKOL),Adma-Opco,Construction,Flowline,Production,Oil,8,3,2017,
