FieldsBase Subsea Tree Search - Data Download,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:21 for Dirk Rook,,,,,,,,,,,,,
,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Region,Country,Block,Field,Subsea id (within field),Project,Operator,Status,Function,Subsea type,Installation year,Tree supplier,Well water depth (m),Remark
"Canada, East",Canada,PL 1006,White Rose,#1,White Rose,Husky Oil,Installed,Water Injector,Cluster,2005,Cameron,128,
"Canada, East",Canada,PL 1006,White Rose,#2,White Rose,Husky Oil,Installed,Water Injector,Cluster,2005,Cameron,131,
"Canada, East",Canada,PL 1006,White Rose,#1,White Rose,Husky Oil,Installed,Water Injector,Cluster,2005,Cameron,131,
"Canada, East",Canada,PL 1006,White Rose,#1,White Rose,Husky Oil,Installed,Oil Producer,Cluster,2005,Cameron,128,
"Canada, East",Canada,PL 1006,White Rose,#2,White Rose,Husky Oil,Installed,Oil Producer,Cluster,2005,Cameron,131,
"Canada, East",Canada,PL 1006,White Rose,#2,White Rose,Husky Oil,Installed,Oil Producer,Cluster,2006,Cameron,131,
"Canada, East",Canada,PL 1006,White Rose,#1,White Rose,Husky Oil,Installed,Oil Producer,Cluster,2006,Cameron,129,
"Canada, East",Canada,PL 1006,White Rose,#1,White Rose,Husky Oil,Installed,Oil Producer,Cluster,2006,Cameron,130,
"Canada, East",Canada,PL 1006,White Rose,#2,White Rose,Husky Oil,Installed,Water Injector,Cluster,2006,Cameron,131,
"Canada, East",Canada,PL 1006,White Rose,#1,White Rose,Husky Oil,Installed,Water Injector,Cluster,2006,Cameron,130,
"Canada, East",Canada,PL 1006,White Rose,#1,White Rose,Husky Oil,Installed,Oil Producer,Cluster,2007,Cameron,128,
"Canada, East",Canada,PL 1006,White Rose,#4,White Rose,Husky Energy,Installed,Gas Injector,Cluster,2007,Cameron,132,
"Canada, East",Canada,PL 1006,White Rose,#1,White Rose,Husky Oil,Installed,Water Injector,Cluster,2007,Cameron,128,
"Canada, East",Canada,PL 1006,White Rose,#2,White Rose,Husky Oil,Installed,Oil Producer,Cluster,2008,Cameron,130,
"Canada, East",Canada,PL 1006,White Rose,#1,White Rose,Husky Oil,Installed,Water Injector,Cluster,2008,Cameron,129,
"Canada, East",Canada,PL 1006,White Rose,#4,White Rose,Husky Energy,Installed,Gas Injector,Cluster,2009,Cameron,130,
"Canada, East",Canada,PL 1006,White Rose,#3,White Rose - 2012 Infill Well,Husky Energy,Installed,Oil Producer,Cluster,2012,Cameron,131,
"Canada, Other",Canada,,Drake Point,#1,Drake Point,Panarctic Oil,Installed,Gas Producer,Satellite,1978,Regan,55,
Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,#1,ACG - Phase III (DWG),BP,Installed,,Cluster,2007,Cameron,175,
Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,#1,ACG - Phase III (DWG),BP,Installed,,Cluster,2007,Cameron,175,
Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,#1,ACG - Phase III (DWG),BP,Installed,,Cluster,2007,Cameron,175,
Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,#1,ACG - Phase III (DWG),BP,Installed,,Cluster,2007,Cameron,175,
Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,#1,ACG - Phase III (DWG),BP,Installed,,Cluster,2007,Cameron,175,
Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,#1,ACG - Phase III (DWG),BP,Installed,,Cluster,2007,Cameron,175,
Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,#1,ACG - Phase III (DWG),BP,Installed,,Cluster,2008,Cameron,175,
Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,#1,ACG - Phase III (DWG),BP,Installed,,Cluster,2008,Cameron,175,
Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,#1,ACG - Phase III (DWG),BP,Installed,,Cluster,2008,Cameron,175,
Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,#1,ACG - Phase III (DWG),BP,Installed,,Cluster,2008,Cameron,175,
Caspian Sea,Azerbaijan,,Shah Deniz,#3,Shah Deniz Phase II,BP,Construction,,,2017,,122,
Caspian Sea,Azerbaijan,,Shah Deniz,#3,Shah Deniz Phase II,BP,Construction,,,2017,,122,
Caspian Sea,Azerbaijan,,Shah Deniz,#4,Shah Deniz Phase II,BP,Construction,,,2017,,152,
Caspian Sea,Azerbaijan,,Shah Deniz,#4,Shah Deniz Phase II,BP,Construction,,,2017,,152,
Caspian Sea,Azerbaijan,,Shah Deniz,#4,Shah Deniz Phase II,BP,Construction,,,2017,,152,
Caspian Sea,Azerbaijan,,Shah Deniz,#3,Shah Deniz Phase II,BP,Construction,,,2017,,122,
Caspian Sea,Azerbaijan,,Shah Deniz,#3,Shah Deniz Phase II,BP,Construction,,,2017,,122,
Caspian Sea,Azerbaijan,,Shah Deniz,#1,Shah Deniz Phase II,BP,Construction,,,2017,FMC,70,
Caspian Sea,Azerbaijan,,Shah Deniz,#1,Shah Deniz Phase II,BP,Construction,,,2017,FMC,70,
Caspian Sea,Azerbaijan,,Shah Deniz,#1,Shah Deniz Phase II,BP,Construction,,,2017,FMC,70,
Caspian Sea,Azerbaijan,,Shah Deniz,#1,Shah Deniz Phase II,BP,Construction,,,2017,FMC,70,
Caspian Sea,Azerbaijan,,Shah Deniz,#1,Shah Deniz Phase II,BP,Construction,,,2017,FMC,70,
Caspian Sea,Azerbaijan,,Shah Deniz,#4,Shah Deniz Phase II,BP,Construction,,,2017,,152,
Caspian Sea,Azerbaijan,,Shah Deniz,#3,Shah Deniz Phase II,BP,Construction,,,2017,,122,
Caspian Sea,Azerbaijan,,Shah Deniz,#1,Shah Deniz Phase II,BP,Construction,,,2018,FMC,70,
Caspian Sea,Azerbaijan,,Shah Deniz,#1,Shah Deniz Phase II,BP,Construction,,,2018,FMC,70,
Caspian Sea,Azerbaijan,,Shah Deniz,#2,Shah Deniz Phase II,BP,Construction,,,2018,FMC,90,
Caspian Sea,Azerbaijan,,Shah Deniz,#3,Shah Deniz Phase II,BP,Construction,,,2018,,122,
Caspian Sea,Azerbaijan,,Shah Deniz,#4,Shah Deniz Phase II,BP,Construction,,,2018,,152,
Caspian Sea,Azerbaijan,,Shah Deniz,#3,Shah Deniz Phase II,BP,Construction,,,2018,,122,
Caspian Sea,Azerbaijan,,Shah Deniz,#2,Shah Deniz Phase II,BP,Construction,,,2018,FMC,90,
Caspian Sea,Azerbaijan,,Shah Deniz,#2,Shah Deniz Phase II,BP,Construction,,,2018,FMC,90,
Caspian Sea,Azerbaijan,,Shah Deniz,#2,Shah Deniz Phase II,BP,Construction,,,2018,FMC,90,
Caspian Sea,Azerbaijan,,Shah Deniz,#2,Shah Deniz Phase II,BP,Construction,,,2018,FMC,90,
Caspian Sea,Azerbaijan,,Shah Deniz,#2,Shah Deniz Phase II,BP,Construction,,,2018,FMC,90,
Caspian Sea,Azerbaijan,,Shah Deniz,#2,Shah Deniz Phase II,BP,Construction,,,2018,FMC,90,
Caspian Sea,Azerbaijan,,Shah Deniz,#4,Shah Deniz Phase II,BP,Construction,,,2018,,152,
Caspian Sea,Azerbaijan,,Shah Deniz,#4,Shah Deniz Phase II,BP,Construction,,,2018,,152,
Caspian Sea,Azerbaijan,,Shah Deniz,#4,Shah Deniz Phase II,BP,Construction,,,2018,,152,
Caspian Sea,Azerbaijan,,Shah Deniz,#4,Shah Deniz Phase II,BP,Construction,,,2018,,152,
Caspian Sea,Russia,,Guneshli (ex-28th of April),#1,Guneshli,Caspmor,Installed,Gas Producer,Satellite,1986,Cooper Cameron,140,Russia's only subsea completion.
Central America,Trinidad and Tobago,5c,Block 5(c),#1,5(c),Canadian Superior,Possible,Gas Producer,Cluster,2018,,286,
Central America,Trinidad and Tobago,5c,Block 5(c),#1,5(c),Canadian Superior,Possible,Gas Producer,Cluster,2018,,286,
Central America,Trinidad and Tobago,5c,Block 5(c),#3,5(c),Canadian Superior,Possible,Gas Producer,Cluster,2018,,309,
Central America,Trinidad and Tobago,5c,Block 5(c),#1,5(c),Canadian Superior,Possible,Gas Producer,Cluster,2018,,286,
Central America,Trinidad and Tobago,5c,Block 5(c),#3,5(c),Canadian Superior,Possible,Gas Producer,Cluster,2018,,309,
Central America,Trinidad and Tobago,5c,Block 5(c),#3,5(c),Canadian Superior,Possible,Gas Producer,Cluster,2018,,309,
Central America,Trinidad and Tobago,5c,Block 5(c),#2,5(c),Canadian Superior,Possible,Gas Producer,Cluster,2018,,251,
Central America,Trinidad and Tobago,5c,Block 5(c),#2,5(c),Canadian Superior,Possible,Gas Producer,Cluster,2018,,251,
Central America,Trinidad and Tobago,,,#1,Block 22,Centrica,Possible,,Satellite,2016,,427,
Central America,Trinidad and Tobago,,,#1,Block 22,Centrica,Possible,,Satellite,2016,,427,
Central America,Trinidad and Tobago,NCMA-3,Chaconia,#1,Chaconia,BG,Installed,Gas Producer,Satellite,2006,,120,
Central America,Trinidad and Tobago,NCMA-3,Chaconia,#1,Chaconia,BG,Installed,Gas Producer,Satellite,2006,,120,
Central America,Trinidad and Tobago,NCMA-3,Chaconia,#1,Chaconia,BG,Installed,Gas Producer,Satellite,2006,,120,
Central America,Trinidad and Tobago,East Mayaro,Coconut,#1,Coconut,BP,Possible,Gas Producer,Satellite,2016,,77,
Central America,Trinidad and Tobago,5a,Dolphin Deep,#1,Dolphin Deep,BG,Installed,Gas Producer,Satellite,2006,FMC,200,
Central America,Trinidad and Tobago,5a,Dolphin Deep,#1,Dolphin Deep,BG,Installed,Gas Producer,Satellite,2006,FMC,200,
Central America,Trinidad and Tobago,,Hibiscus East,#1,Hibiscus East,BG,Installed,Gas Producer,Satellite,2006,,152,
Central America,Trinidad and Tobago,,Hibiscus East,#1,Hibiscus East,BG,Installed,Gas Producer,Satellite,2006,,152,
Central America,Trinidad and Tobago,,Hibiscus East,#1,Hibiscus East,BG,Installed,Gas Producer,Satellite,2006,,152,
Central America,Trinidad and Tobago,East Mayaro,Juniper,#2,Juniper,BP,Planned,Gas Producer,Satellite,2016,,100,
Central America,Trinidad and Tobago,East Mayaro,Juniper,#2,Juniper,BP,Planned,Gas Producer,Satellite,2016,,100,
Central America,Trinidad and Tobago,East Mayaro,Juniper,#1,Juniper,BP,Planned,,Satellite,2016,,100,
Central America,Trinidad and Tobago,East Mayaro,Juniper,#1,Juniper,BP,Planned,,Satellite,2016,,100,
Central America,Trinidad and Tobago,East Mayaro,Juniper,#1,Juniper,BP,Planned,Gas Producer,Satellite,2016,,100,
Central America,Trinidad and Tobago,6d,Loran/Manatee,#2,Loran/Manatee,Chevron,Possible,Gas Producer,Satellite,2017,,187,
Central America,Trinidad and Tobago,5b,Manakin,#1,Manakin,BP,Possible,Gas Producer,Cluster,2018,,200,
Central America,Trinidad and Tobago,9,Poinsettia,#1,Poinsettia,BG,Installed,Gas Producer,Satellite,2008,,161,
Central America,Trinidad and Tobago,E,Starfish,#1,Starfish,BG,Construction,Gas Producer,Satellite,2014,,130,
Central America,Trinidad and Tobago,E,Starfish,#1,Starfish,BG,Construction,Gas Producer,Satellite,2014,,130,
Central America,Trinidad and Tobago,E,Starfish,#1,Starfish,BG,Construction,Gas Producer,Satellite,2014,,130,
Central America,Trinidad and Tobago,E,Starfish,#1,Starfish,BG,Construction,Gas Producer,Satellite,2014,,130,
Far East,China,Bonan,Bonan,#1,Bonan,CNOOC,Installed,Oil Producer,,2004,,22,
Far East,China,16/08,Huizhou (HZ) 32-5,#1,"ETAP Ph. 3 (Mirren/Madoes), Huizhou (HZ) 32-5",CACT,Installed,Oil Producer,Satellite,1998,FMC,115,
Far East,China,,Huizhou (HZ) 16-1N,#1,Huizhou (HZ) 16-1N,CACT,Installed,,Satellite,2000,,0,
Far East,China,16/08,Huizhou (HZ) 26-1N,#1,Huizhou (HZ) 26-1N,CACT,Installed,Oil Producer,Satellite,2000,FMC,118,
Far East,China,16/08,Huizhou (HZ) 26-2,#1,Huizhou (HZ) 26-2,CACT,Installed,,,2001,,180,
Far East,China,16/08,Huizhou (HZ) 32-5,#1,Huizhou (HZ) 32-5,CACT,Installed,Oil Producer,Satellite,1998,FMC,115,
Far East,China,16/08,Huizhou (HZ) 32-5,#1,Huizhou (HZ) 32-5,CACT,Installed,Oil Producer,Satellite,1998,FMC,115,
Far East,China,Ledong01,Ledong 22-1/15-1,#1,Ledong 22-1/15-1,CNOOC,Installed,,Daisy Chain,2009,,94,
Far East,China,Ledong01,Ledong 22-1/15-1,#1,Ledong 22-1/15-1,CNOOC,Installed,,Daisy Chain,2009,,94,
Far East,China,Ledong01,Ledong 22-1/15-1,#1,Ledong 22-1/15-1,CNOOC,Installed,,Daisy Chain,2009,,94,
Far East,China,Ledong01,Ledong 22-1/15-1,#1,Ledong 22-1/15-1,CNOOC,Installed,,Daisy Chain,2009,,94,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#1,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1996,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#2,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1997,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#2,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1997,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#2,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1997,FMC,300,
Far East,China,29/04,Liuhua (LH) 1-1,#2,Liuhua (LH) 1-1,BP,Installed,Oil Producer,Satellite,1997,FMC,300,
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,29/04,Liuhua (LH) 11-1,#1,Liuhua (LH) 11-1,BP,Installed,Oil Producer,Satellite,1988,FMC,370,The FPF is connected to an FPSO.
Far East,China,Liuhua 07,Liuhua (LH) 19-5,#1,Liuhua (LH) 19-5,CNOOC,Installed,Gas Producer,,2013,Aker Solutions,96,
Far East,China,Liuhua 07,Liuhua (LH) 19-5,#1,Liuhua (LH) 19-5,CNOOC,Installed,Gas Producer,,2013,Aker Solutions,96,
Far East,China,29/26,Liuhua (LH) 29-1,#1,Liuhua (LH) 29-1,Husky Oil,Tendering,,Satellite,2016,,723,
Far East,China,29/26,Liuhua (LH) 29-1,#1,Liuhua (LH) 29-1,Husky Oil,Tendering,,Satellite,2016,,723,
Far East,China,29/26,Liuhua (LH) 29-1,#1,Liuhua (LH) 29-1,Husky Oil,Tendering,,Satellite,2016,,723,
Far East,China,29/26,Liuhua (LH) 34-2,#1,Liuhua (LH) 34-2,Husky Oil,Installed,,Satellite,2012,,"1,145",
Far East,China,29/26,Liuhua (LH) 34-2,#1,Liuhua (LH) 34-2,Husky Oil,Tendering,,Satellite,2016,,723,
Far East,China,29/04,Liuhua (LH) 4-1,#1,Liuhua (LH) 4-1,CNOOC,Installed,Oil Producer,Cluster,2012,FMC,300,
Far East,China,29/04,Liuhua (LH) 4-1,#1,Liuhua (LH) 4-1,CNOOC,Installed,Oil Producer,Cluster,2012,FMC,300,
Far East,China,29/04,Liuhua (LH) 4-1,#1,Liuhua (LH) 4-1,CNOOC,Installed,Oil Producer,Cluster,2012,FMC,300,
Far East,China,29/04,Liuhua (LH) 4-1,#1,Liuhua (LH) 4-1,CNOOC,Installed,Oil Producer,Cluster,2012,FMC,300,
Far East,China,29/04,Liuhua (LH) 4-1,#1,Liuhua (LH) 4-1,CNOOC,Installed,Oil Producer,Cluster,2012,FMC,300,
Far East,China,29/04,Liuhua (LH) 4-1,#1,Liuhua (LH) 4-1,CNOOC,Installed,Oil Producer,Cluster,2012,FMC,300,
Far East,China,29/04,Liuhua (LH) 4-1,#1,Liuhua (LH) 4-1,CNOOC,Installed,Oil Producer,Cluster,2012,FMC,300,
Far East,China,29/04,Liuhua (LH) 4-1,#1,Liuhua (LH) 4-1,CNOOC,Installed,Oil Producer,Cluster,2012,FMC,300,
Far East,China,29/26,Liwan (LW) 3-1,#1,Liwan (LW) 3-1,Husky Oil,Installed,,Cluster,2012,Cameron,"1,494",
Far East,China,29/26,Liwan (LW) 3-1,#4,Liwan (LW) 3-1,Husky Oil,Installed,,Cluster,2012,Cameron,"1,494",
Far East,China,29/26,Liwan (LW) 3-1,#1,Liwan (LW) 3-1,Husky Oil,Installed,,Cluster,2012,Cameron,"1,494",
Far East,China,29/26,Liwan (LW) 3-1,#4,Liwan (LW) 3-1,Husky Oil,Installed,,Cluster,2012,Cameron,"1,494",
Far East,China,29/26,Liwan (LW) 3-1,#3,Liwan (LW) 3-1,Husky Oil,Installed,,Cluster,2012,Cameron,"1,494",
Far East,China,29/26,Liwan (LW) 3-1,#3,Liwan (LW) 3-1,Husky Oil,Installed,,Cluster,2012,Cameron,"1,494",
Far East,China,29/26,Liwan (LW) 3-1,#3,Liwan (LW) 3-1,Husky Oil,Installed,,Cluster,2012,Cameron,"1,494",
Far East,China,29/26,Liwan (LW) 3-1,#3,Liwan (LW) 3-1,Husky Oil,Installed,,Cluster,2012,Cameron,"1,494",
Far East,China,29/26,Liwan (LW) 3-1,#1,Liwan (LW) 3-1,Husky Oil,Tendering,,Satellite,2016,,723,
Far East,China,29/26,Liwan (LW) 3-1,#1,Liwan (LW) 3-1,Husky Oil,Tendering,,Satellite,2016,,723,
Far East,China,Lufeng08,Lufeng (LF) 22-1,#1,Lufeng (LF) 22-1,Statoil,Installed,Oil Producer,Template,1997,FMC,329,
Far East,China,Lufeng08,Lufeng (LF) 22-1,#1,Lufeng (LF) 22-1,Statoil,Installed,Oil Producer,Template,1997,FMC,329,
Far East,China,Lufeng08,Lufeng (LF) 22-1,#1,Lufeng (LF) 22-1,Statoil,Installed,Oil Producer,Template,1997,FMC,329,
Far East,China,Lufeng08,Lufeng (LF) 22-1,#1,Lufeng (LF) 22-1,Statoil,Installed,Oil Producer,Template,1997,FMC,329,
Far East,China,Lufeng08,Lufeng (LF) 22-1,#1,Lufeng (LF) 22-1,Statoil,Installed,Oil Producer,Template,1997,FMC,329,
Far East,China,Panyu33,Panyu (PY) 34-1/35-1/35-2,#1,Panyu (PY) 34-1/35-1/35-2,CNOOC,Installed,Gas Producer,,2013,Cameron,200,
Far East,China,Panyu33,Panyu (PY) 34-1/35-1/35-2,#1,Panyu (PY) 34-1/35-1/35-2,CNOOC,Installed,Gas Producer,,2013,Cameron,200,
Far East,China,Panyu33,Panyu (PY) 34-1/35-1/35-2,#1,Panyu (PY) 34-1/35-1/35-2,CNOOC,Installed,Gas Producer,,2013,Cameron,110,
Far East,China,Panyu33,Panyu (PY) 34-1/35-1/35-2,#1,Panyu (PY) 34-1/35-1/35-2,CNOOC,Installed,Gas Producer,,2013,Cameron,110,
Far East,China,Panyu33,Panyu (PY) 34-1/35-1/35-2,#1,Panyu (PY) 34-1/35-1/35-2,CNOOC,Installed,Gas Producer,,2013,Cameron,200,
Far East,China,Panyu33,Panyu (PY) 34-1/35-1/35-2,#1,Panyu (PY) 34-1/35-1/35-2,CNOOC,Installed,Gas Producer,,2013,Cameron,200,
Far East,China,Panyu33,Panyu (PY) 34-1/35-1/35-2,#2,Panyu (PY) 34-1/35-1/35-2,CNOOC,Installed,Gas Producer,,2014,Cameron,200,
Far East,China,Panyu33,Panyu (PY) 34-1/35-1/35-2,#2,Panyu (PY) 34-1/35-1/35-2,CNOOC,Installed,Gas Producer,,2014,Cameron,200,
