FieldsBase Discovery Search - Data Download,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:48 for Dirk Rook,,,,,,,,,,,
,,,,,,,,,,,
Filters:,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Region,Country,Block,Field,Well name,Operator,Type,Discovery year,Announced date,Well water depth (m),Zones,Remark
Northwest Europe,United Kingdom,,Pegasus,Pegasus (43/13b- 6),,Gas,2010,28 Jul 2011,,1,
Northwest Europe,United Kingdom,43/13b,Pegasus West,43/13b-7 (Pegasus West),Centrica,Gas,2014,12 Sep 2014,29,1,
Northwest Europe,United Kingdom,47/5d,Pharos,47/5d-6,Dana Petroleum,Gas,2013,19 Nov 2013,38,1,11/13: Gas discovery announced.
Northwest Europe,United Kingdom,48/1a,Platypus,48/1a-5,Dana Petroleum,Gas,2010,15 Apr 2010,43,1,
Northwest Europe,United Kingdom,113/27b,Rhyl,Rhyl-1,Centrica,Gas,2009,23 Dec 2009,35,1,
Northwest Europe,United Kingdom,30/11c,Romeo,Romeo,Suncor,Oil,2013,9 Jan 2013,87,1,
Northwest Europe,United Kingdom,47/14b,Romeo,47/14b-11 (Romeo),GDF Suez,Gas,2014,17 Jul 2014,62,1,
Northwest Europe,United Kingdom,21/8,Scolty/Crathes/Torphins,21/8-3,Lundin Oil,Oil,2007,29 Nov 2007,100,1,10 Million Barrels Estimatedreserves
Northwest Europe,United Kingdom,21/13a,Scolty/Crathes/Torphins,Crathes (21/13a-5),EnQuest,Oil,2011,29 Nov 2011,80,1,15.8m (52 ft) light oil column discovered. Drilled by semi Transocean John Shaw.
Northwest Europe,United Kingdom,21/8,Scolty/Crathes/Torphins,21/8-4,Lundin Oil,Oil,2008,9 Jul 2008,86,1,9 meters gross column. Results a bit disappointing.
Northwest Europe,United Kingdom,,Seymour,22/5b-A12,BG,"Oil, Gas",2002,13 Nov 2002,88,2,Tied into existing Armada platform.
Northwest Europe,United Kingdom,49/20a,Shamrock,49/20a-7,Shell,Gas,2006,31 May 2006,31,1,Tied back to the smallfoot (Shamrock South) wellWill be brought on stream in 2008Estimated Reserves of 3 Billion Cubic Meters
Northwest Europe,United Kingdom,21/23a,Sheryl,8Z,Oilexco,Oil,2006,8 May 2006,87,1,"Drilling down to 9,000+ toInvestigate the Jurassic Fulmar Sands"
Northwest Europe,United Kingdom,,Sigma Terraces,15/21b #51,Amerada Hess,Oil,1993,1 Oct 1993,138,1,
Northwest Europe,United Kingdom,204/23,Southwest Foinaven,204/23-2,BP,Oil,2008,5 Mar 2008,528,1,Tieback to Foinaven FPSO
Northwest Europe,United Kingdom,2/5 Heather Field Area,Southwest Heather,2/5-10 (Southwest Heather),EnQuest,Oil,1979,17 Sep 1979,140,1,
Northwest Europe,United Kingdom,49/10c,Stamford,Blk 49/10b-3,Total,Gas,1990,1 Apr 2008,37,1,"TVD 12,054 Feet"
Northwest Europe,United Kingdom,,Tain (Blake Terrace),13/23b-5,Talisman,,2005,2 Nov 2005,102,0,
Northwest Europe,United Kingdom,42/28d,Tolmount,Tolmount,EON Ruhr Gas,Gas,2011,7 Oct 2011,52,1,
Northwest Europe,United Kingdom,,Tornado,Blk 204/13-1 Tornado,OMV,"Oil, Gas",2009,3 Nov 2009,"1,048",2,"TVD: 8,999 feet"
Northwest Europe,United Kingdom,14/30a,Tudor Rose,14/30a-2 Tudor Rose,ENCORE OIL,Oil,1983,13 Jun 1983,131,1,
Northwest Europe,United Kingdom,49/16,Vanquish,49/16-15 (Vanquish),ConocoPhillips,Gas,2006,17 Apr 2006,30,1,
Northwest Europe,United Kingdom,49/17,Viking,49/17-9,ConocoPhillips,Gas,1973,26 Feb 1973,23,1,
Northwest Europe,United Kingdom,30/1f,Vorlich/Marconi,30/1-f-13AZ (Vorlich/Marconi),GDF Suez,Oil,2014,23 Oct 2014,75,1,
Northwest Europe,United Kingdom,49/21,Vulcan Satellites,49/21-8,Bridge Energy,Gas,2000,21 Dec 2000,13,1,
Northwest Europe,United Kingdom,49/21,Vulcan Satellites,49/21-10a,Peak Petroleum,Gas,2006,16 Nov 2006,31,1,Separate formation from Vulcan
Northwest Europe,United Kingdom,13/21a,West Wick,13/21a-1a,Amoco,Oil,1990,3 Sep 1990,104,1,
Northwest Europe,United Kingdom,210/24a,Western Isles,210/24a-11z,Dana Petroleum,"Oil, Gas",2008,12 May 2008,153,1,3.1 miles from Hudson and 1.6 miles from Melville. Other prospects to be drilled. Area development likely
Northwest Europe,United Kingdom,205/21a,Whirlwind,Whirlwind (205/21a-5),Hurricane Exploration,Oil,2010,17 Jan 2011,185,1,
Northwest Europe,United Kingdom,110/3b,Whitbeck,Blk 110/3b-6A Whitbeck,Venture,Gas,2009,17 Aug 2009,23,1,"TVD: 5,787 feet"
Russian Arctic,Russia,EPNZ-1,Pobeda,Universitetskaya-1 (Pobeda),Rosneft,"Oil, Gas",2014,29 Sep 2014,81,1,
South America,Argentina,,Salmon x-2,Salmon #2,Esso,"Gas, Condensate",1981,15 Jan 1982,214,2,Further drilling planned.
South America,Brazil,,1-BAS-104-BAS,1-BAS-104,Petrobras,"Gas, Condensate",1993,12 Oct 1993,32,2,
South America,Brazil,ES-M-414 / BM-ES-21,1-BRSA-1081-ESS,1-BRSA-1081-ESS/1-ESS-210-ESS,Petrobras,"Oil, Gas",2012,9 Jul 2012,913,1,
South America,Brazil,ES-M-590 / BM-ES-25,1-BRSA-1082-DESS,1-BRSA-1082-DESS,Petrobras,Gas,2012,23 Oct 2012,"2,010",1,
South America,Brazil,ES-M-588 / BM-ES-24,1-BRSA-1086A-ESS,1-BRSA-1086A-ESS,Petrobras,Oil,2012,29 Aug 2012,"1,538",1,
South America,Brazil,BM-CE-1,1-BRSA-1114-CES,1-BRSA-1114-CES/1-CES-160,Petrobras,Oil,2012,14 Dec 2012,"1,932",1,
South America,Brazil,ES-M-525 / BM-ES-23 (Parque dos Doces),1-BRSA-1154D-ESS,1-BRSA-1154D-ESS (1-ESS-217D),Petrobras,Oil,2013,19 Apr 2013,"1,824",1,
South America,Brazil,C-M-403 / BM-C-36,1-BRSA-553-RJS,1-BRSA-553-RJS,Petrobras,Oil,2008,2 Apr 2008,"1,683",1,
South America,Brazil,S-M-172 / BM-S-44,1-BRSA-557-RJS,1-BRSA-557-RJS,Petrobras,,2008,31 Mar 2008,"1,068",0,
South America,Brazil,S-M-322 / BM-S-45,1-BRSA-597-RJS,1-BRSA-597-RJS,Petrobras,Oil,2008,31 Jul 2008,"1,275",1,
South America,Brazil,C-M-401 / BM-C-36,1-BRSA-600-RJS,1-BRSA-600-RJS,Petrobras,Oil,2008,11 Jun 2008,"1,121",1,6/08 drilled by Peregrine I
South America,Brazil,S-M-405 / BM-S-53,1-BRSA-706-SPS,1-BRSA-706-SPS,Petrobras,Gas,2009,12 Mar 2009,469,1,
South America,Brazil,ES-M-523 / BM-ES-22A,1-BRSA-954A-ESS,1-BRSA-954A-ESS (1-ESS-202A-ESS),Petrobras,Oil,2012,15 May 2012,"1,931",1,
South America,Brazil,BS-400,3-BRSA-391-SPS,3-BRSA-391-SPS,Petrobras,"Oil, Gas",2006,6 Jan 2006,307,2,BS-400 also contains the Mexihao Field
South America,Brazil,BC-60,3-BRSA-438-ESS,3-BRSA-438-ESS,Petrobras,"Oil, Gas",2006,13 Sep 2006,"1,196",2,Oil and Gas shows
South America,Brazil,SEAL-100,3-PRM-12-SES,3-BRSA-799-SES (3-PRM-12-SES),Petrobras,Oil,2010,16 Mar 2010,800,1,
South America,Brazil,BES-100,4-BRSA-431-ESS,4-BRSA-431-ESS,Petrobras,Oil,2006,13 Sep 2006,968,1,Oil Shows
South America,Brazil,S-M-790 / BM-S-46,4-BRSA-560-SPS,4-BRSA-560-SPS,Petrobras,,2008,12 Feb 2008,141,0,2/08 Petrobras reported ANP of gas indication in well
South America,Brazil,BES-100,4-GLF-23-ESS,4-GLF-23-ESS,Petrobras,Oil,2008,14 Jul 2008,"1,374",1,4-BRSA-626-ESS
South America,Brazil,,4-PM-53 (East of Pampo),4-BRSA-793-RJS (4-PM-53),Petrobras,Oil,2010,11 Feb 2010,205,1,continuous 128-metre net pay column of 20 degree API
South America,Brazil,BC-60,6-BRSA-631DB-ESS,6-BRSA-631DB-ESS,Petrobras,Oil,2008,28 Aug 2008,"1,348",1,
South America,Brazil,BM-S-9,Abare,4-SPS-81A/4-BRSA-973A-SPS (Abare),Petrobras,Oil,2011,11 Nov 2011,"2,156",1,
South America,Brazil,BM-S-9,Abare Oeste,4-SPS-66C (4-BRSA-723C) Abare Oeste,Petrobras,"Oil, Gas",2009,15 Sep 2009,"2,163",1,"TVD: 16,896"
South America,Brazil,,Albacora Leste,6-ABL-57D-RJS (Creal-B),Petrobras,Oil,2010,24 Jun 2010,"1,956",1,
South America,Brazil,BM-BAR-1,Alcantara,1-BRSA-1015-MAS (1-MAS-036-MAS),Petrobras,Gas,2012,19 Apr 2012,"1,253",1,drilled by semi Ocean Courage
South America,Brazil,BM-J-2,Alto de Canavieiras (JEQ #1),1-QG-5A-BAS,Queiroz Galvao E&P,"Oil, Gas",2013,18 Oct 2013,44,1,
South America,Brazil,C-M-473 / BM-C-34,Anu,1-BP-7-RJS,BP,Oil,2012,24 Sep 2012,"2,730",1,
South America,Brazil,S-M-270 / BM-S-58,Aracaju,1-OGX-19A-RJS (Aracaju),OGX Petroleo,"Oil, Gas",2010,29 Sep 2010,172,1,
South America,Brazil,POT-M-760 / BM-POT-16,Ararauna,1-BRSA-1158-CES,Petrobras,Oil,2013,14 Jun 2013,975,1,sub-commercial discovery
South America,Brazil,C-M-151 / BM-C-31,Araticum,1-BRSA-847-ESS,Petrobras,Oil,2011,28 Apr 2011,"1,857",1,
South America,Brazil,BM-S-22,Azulao (formerly Ogum),1-ESSO-3-SPS Azulao/Ogum,ExxonMobil,Oil,2009,20 Jan 2009,"2,223",1,1/09 drilled by West Polaris (Unique Number 937)
South America,Brazil,SEAL-M-426 / BM-SEAL-11,Barra,1-BRSA-851-SES/1-SES-158 (Barra),Petrobras,Oil,2010,27 Oct 2010,"2,341",1,"total depth of 5,578 metres"
South America,Brazil,S-M-1288 / BM-S-40,Bauna - Piracaba,1-BRSA-607-SPS (1-SPS-56),Petrobras,Oil,2008,29 May 2008,235,1,5/08 second well to spud June 08
South America,Brazil,S-M-1289 / BM-S-40,Bauna - Piracaba,1-BRSA-658-SPS (1-SPS-57) Sidon,Petrobras,Oil,2008,26 Sep 2008,274,1,
South America,Brazil,S-M-226 / BM-S-56,Belem,1-OGX-17A-RJS (Belem),OGX Petroleo,Gas,2010,11 Oct 2010,135,1,
South America,Brazil,BM-S-4,Belmonte,3-ENI-8-RJS,Eni,Gas,2009,14 Aug 2009,327,1,
South America,Brazil,BM-S-8,Bem-te-Vi,1-BRSA-532A-SPS,Petrobras,Oil,2008,21 May 2008,"2,139",1,
South America,Brazil,C-M-471 / BM-C-34,Benedito,1-BP-8D-RJS,BP,Oil,2013,26 Apr 2013,"2,416",1,
South America,Brazil,BES-100,BES-100-4-ESS-160,BES-100-4-ESS-160,Petrobras,,2006,18 Apr 2006,,0,opmentAnother well near Golfinho Field60-80m boe
South America,Brazil,BES-100,Bia/Camarupim,BES-100-4-ESS-164A,Petrobras,"Oil, Gas",2006,18 Apr 2006,800,2,ANother well near the Golfinhofield
South America,Brazil,BM-ES-5,Bia/Camarupim,6-ESS-168,Petrobras,Gas,2007,7 Dec 2007,701,1,
South America,Brazil,BM-S-8,Bigua,Bigua (4-BRSA-946C-SPS),Petrobras,Oil,2011,29 Dec 2011,"2,180",1,
South America,Brazil,S-M-1166 / BM-S-70,Bilby,1-KPGL-3-SPS,Karoon Gas,Oil,2013,7 May 2013,442,1,
South America,Brazil,,Brava,6-MRL-199D-RJS (Brava),Petrobras,Oil,2010,4 Jun 2010,648,1,
South America,Brazil,,Buzios (Franco),2-ANP-1-RJS (Franco),ANP,Oil,2010,12 May 2010,"1,889",1,
South America,Brazil,ES-M-472 / BM-ES-39,Caju,1-PERN-3-ESS,Perenco,,2013,31 May 2013,"1,428",0,non-characterised type of hydrocarbons
South America,Brazil,BCAM-40,Camarao/Camarao Norte,1-BRSA-702-BAS,Petrobras,Gas,2009,14 Apr 2009,295,1,
South America,Brazil,BES-100,Canapu,4-BRSA-615-ESS,Petrobras,Oil,2008,19 Jun 2008,"1,566",1,
South America,Brazil,BES-100,Canapu,4-ESS-138-ES,Petrobras,"Oil, Gas",2006,10 Jan 2006,"1,608",2,Will receive more evaluationsto conclude recoverable reser
South America,Brazil,BM-S-21,Caramba,1-BRSA-526-SPS,Petrobras,Oil,2007,20 Dec 2007,"2,234",1,pre-salt layer
South America,Brazil,,Carambola,Can Carambola A,Maersk Oil,Oil,2011,12 Jan 2011,134,1,
South America,Brazil,BM-BAR-3,Caranguejo (1-DEV-14A-MAS),1-DEV14A-MAS,Devon Energy,Gas,2009,11 Mar 2009,"2,336",1,
South America,Brazil,BM-S-8,Carcara,Carcara (4-BRSA-971-SPS/4-SPS-86B),Petrobras,Oil,2012,20 Mar 2012,"2,027",1,
South America,Brazil,BC-50,Carimbe,6-BRSA-806-RJS/6-CRT-43-RJS (Carimbe),Petrobras,Oil,2010,25 May 2010,"1,027",1,
South America,Brazil,BC-60,Caxareu,4-BRSA-446-ESS (4-ESS-172-ES),Petrobras,Oil,2007,2 Mar 2007,"1,011",1,
South America,Brazil,C-M-592 / BM-C-41,Chimborazo,1-OGX-33-RJS (Chimborazo),OGX Petroleo,Oil,2011,14 Apr 2011,127,1,
South America,Brazil,BM-CAL-5,Copaiba,1-BRSA-637D-BAS (1-BAS-140D)  Copaiba,Petrobras,Oil,2008,12 Dec 2008,492,1,"The well confirmed the presence of oil bearing sandstone reservoir with 21% porosity, without identifying any oil water contact in this interval. The flow test conducted in the 2,755-2,773 meter interval confirmed the presence of 32o API oil."
South America,Brazil,S-M-508 / BM-S-52,Corcovado,6-BG-6P-SPS (Corcovado),Petrobras,Oil,2009,9 Apr 2009,800,1,
South America,Brazil,SEAL-M-349 / BM-SEAL-11,Cumbe,1-BRSA-1104-SES,Petrobras,Oil,2012,6 Nov 2012,"2,328",1,
South America,Brazil,S-M-270 / BM-S-58,Curitiba,1-OGX-94DA-RJS,OGX Petroleo,Oil,2012,30 Oct 2012,143,1,
South America,Brazil,S-M-417 / BM-S-42,Dolomita Sul,1-RJS-689A (1-BRSA-925A RJS),Petrobras,Oil,2012,13 Apr 2012,"1,747",1,
South America,Brazil,S-M-1102 / BM-S-62,Emu,Emu-1,Karoon Gas,"Oil, Gas",2013,25 Mar 2013,500,1,
South America,Brazil,Transfer of Rights,Entorno de Iara (Iara Surround),1-BRSA-1146-RJS (1-RJS-711),Petrobras,Oil,2013,7 May 2013,"2,266",1,
South America,Brazil,S-M-518 / BM-S-54,Epitonium,1-SHELL-026-RJS,Shell,"Oil, Gas",2012,18 Jan 2012,"1,947",1,
South America,Brazil,ES-M-413 / BM-ES-26,ES-M-413,4-BRSA-593-ESS,Petrobras,Gas,2008,5 May 2008,70,1,
South America,Brazil,SEAL-M-426 / BM-SEAL-11,Farfan,1-BRSA-1083-SES (1-SES-167),Petrobras,Oil,2012,10 Oct 2012,"2,720",1,drilled by drillship Deepsea Metro II
South America,Brazil,,Forno,6-BRSA-899D-RJS (6-AB-119D-RJS),Petrobras,,2011,15 Feb 2011,380,0,
South America,Brazil,S-M-268 / BM-S-57,Fortaleza,Fortaleza (1-OGX-063-SPS),OGX Petroleo,"Oil, Gas",2012,16 Jan 2012,155,1,
South America,Brazil,C-M-622 / BM-C-46,Gaivota,Gaivota (1-STAR-22-RJS),Starfish Oil & Gas,"Oil, Gas",2011,1 Dec 2011,267,1,
South America,Brazil,S-M-518 / BM-S-54,Gato do Mato,1-SHEL-23-RJS,Shell,Oil,2010,1 Oct 2010,"2,011",1,
South America,Brazil,BES-100,Golfinho,4-BRSA-626-ESS (4-GLF-23-ESS),Petrobras,Oil,2008,15 Jul 2008,"1,374",1,"TVD of 9,882 Feet"
South America,Brazil,ES-M-661 / BM-ES-24,Grana Padano,Grana Padano (1-BRSA-1071-ESS/1-ESS-209-ESS),Petrobras,Oil,2012,4 Jun 2012,"1,204",1,Drilled by SC Lancer
South America,Brazil,BM-S-3,Guaiama (ex-Newton),4-BRSA-708-SPS,Petrobras,Oil,2009,14 Dec 2009,149,1,
South America,Brazil,,Guanabara,Guanabara,Petrobras,Oil,2011,15 Sep 2011,250,1,
South America,Brazil,C-M-146 / BM-C-27,Guanabara,1-BRSA-921-RJS,Petrobras,Oil,2011,24 Jun 2011,50,1,
South America,Brazil,BM-PAMA-3,Harpia,1-BRSA-903-PAS/1-PAS-027-PAS,Petrobras,"Oil, Gas",2011,8 Jun 2011,"2,060",1,
South America,Brazil,C-M-620 / BM-C-42,Hawaii,1-OGX-10-RJS (Hawaii),OGX Petroleo,Oil,2010,5 Apr 2010,158,1,
South America,Brazil,C-M-621 / BM-C-43,Honolulu,Honolulu-1 (1-OGX-78-RJS),OGX Petroleo,Oil,2012,14 Jun 2012,320,1,Drilled by semi ENSCO 5002
South America,Brazil,C-M-620 / BM-C-42,Huna,1-OGX-7A-RJS (Huna),OGX Petroleo,Oil,2010,5 Apr 2010,152,1,
South America,Brazil,BM-S-11,Iara,1-BRSA-618-RJS (1-RJS-656),Petrobras,Oil,2008,7 Aug 2008,"2,230",1,"Drilled to 18,373 feet"
South America,Brazil,BM-S-9,Iguacu,4-BRSA-709 (4-SPS-60) - Iguacu,Petrobras,Oil,2009,14 Apr 2009,"2,140",1,"TVD: 18,346"
South America,Brazil,BM-S-9,Iguacu Mirim,3-BRSA-1179-SPS (3-SPS-101),Petrobras,Oil,2013,7 Aug 2013,"2,158",1,
South America,Brazil,BM-S-12,Ilha Bela (1-SCS-13),1-BRSA-617-SCS (1-SCS-13)/ (Ilha Bela),Petrobras,Gas,2008,14 Jul 2008,468,1,
South America,Brazil,ES-M-594 / BM-ES-32,Indra,1-BRSA-882-ESS (Indra),Petrobras,Oil,2010,17 Dec 2010,"2,100",1,
South America,Brazil,C-M-499 / BM-C-40,Inga,1-OGX-18-RJS (Inga),OGX Petroleo,Oil,2010,10 Jul 2010,105,1,
South America,Brazil,BM-S-11,Iracema (also Cernambi),4-BRSA-711-RJS (4-RJS-647),Petrobras,Oil,2009,4 Jun 2009,"2,210",1,
South America,Brazil,BM-S-11,Iracema (also Cernambi),3-BRSA-839A-RJS (Iracema Norte),Petrobras,Oil,2010,7 Oct 2010,"2,247",1,
South America,Brazil,C-M-466 / BM-C-39,Itacoatiara,Itacoatiara (1-OGX-79-RJS),OGX Petroleo,Oil,2012,26 Apr 2012,102,1,
South America,Brazil,C-M-61 / BM-C-32,Itaipu,DEV-15-ESS (Itaipu),Devon Energy,Oil,2009,17 Dec 2009,"1,341",1,
South America,Brazil,Transfer of Rights,Itapu (Florim),1-BRSA-1116-RJS/1-RJS-704,Petrobras,Oil,2012,26 Dec 2012,"2,009",1,
South America,Brazil,C-M-202 / BM-C-29,Itauna,1-APL-4D-RJS (Itauna #1),Anadarko,"Oil, Gas",2010,22 Nov 2010,76,2,275 net feet of oil and natural pay in two separate post-salt zones
South America,Brazil,BM-S-24,Jupiter,1-BRSA-559A-RJS (1-RJS-652A),Petrobras,"Oil, Gas",2008,21 Jan 2008,"2,187",1,
South America,Brazil,,Jurara,6-MLS-122-RJS (Jurara),Petrobras,Oil,2007,21 Aug 2009,"1,200",1,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,1-KPGL-1-DSPS,Karoon Gas,Oil,2013,24 Jan 2013,305,1,
South America,Brazil,C-M-620 / BM-C-42,Kilawea,1-OGX-4-RJS (Kilawea),OGX Petroleo,"Oil, Gas",2010,1 Feb 2010,150,1,
South America,Brazil,C-M-621 / BM-C-43,Krakatoa,1-OGX-5-RJS (Krakatoa),OGX Petroleo,Oil,2010,24 Feb 2010,144,1,
South America,Brazil,BS-1,Lagosta,1-ELPS-14B-SPS,El Paso,Gas,2003,26 Sep 2003,130,1,01/08 was originally Luana discovery. will be devl via SSTB to Merluza 3km away.
South America,Brazil,BM-S-9,Lapa (Carioca),1-BRSA-491-SPS (1-SPS-50) Carioca,Petrobras,Oil,2007,5 Sep 2007,"2,140",1,27 API crude
South America,Brazil,,Libra,2-ANP-2-RJS (Libra),ANP,Oil,2010,28 Oct 2010,"1,964",1,
South America,Brazil,BM-J-3,Lua Nova,1-BRSA-669-BAS (1-BAS-147) Lua Nova,Petrobras,Oil,2008,25 Nov 2008,"2,336",1,"TVD: 11,909"
South America,Brazil,BM-S-11,Lula (ex-Tupi),1-BRSA-396A-RJS,Petrobras,"Oil, Gas",2006,12 Jul 2006,"2,140",2,Light oil discovery sub-salt
South America,Brazil,BM-S-11,Lula (ex-Tupi),3-BRSA-865A-RJS (3-RJS-677A) (Tupi W),Petrobras,Oil,2010,16 Dec 2010,"2,139",1,
South America,Brazil,BM-S-11,Lula (ex-Tupi),3-BRSA-795 (3-RJS-666) Tupi OW,Petrobras,"Oil, Gas",2010,8 Apr 2010,"2,131",1,
South America,Brazil,BM-S-11,Lula (ex-Tupi),3-BRSA-821-RJS/3-RJS-674 (Tupi Alto),Petrobras,Oil,2010,24 Jun 2010,"2,111",1,
South America,Brazil,S-M-314 / BM-S-59,Maceio,1-OGX-47-SPS (Maceio),OGX Petroleo,Gas,2011,1 Jul 2011,185,1,
South America,Brazil,BM-S-10,Macunaima,4-BRSA-818-RJS/ 4-RJS-668 (Macunaima),Petrobras,,2011,15 Feb 2011,"2,134",0,"Discovery at a depth of 18,635 feet."
South America,Brazil,ES-M-414 / BM-ES-21,Malombe,Malombe (1-BRSA-983-ESS),Petrobras,Gas,2011,4 Nov 2011,976,1,
South America,Brazil,BC-10,Manganga/Nautilus,3-SHEL-17-ESS,Shell,Oil,2006,6 Jan 2006,"1,509",1,
South America,Brazil,,Marlim Leste,Marlim Leste,Petrobras,"Oil, Gas",2006,6 Jan 2006,"1,350",2,"This discovery is in an existing field, from a deeper payzone. This field will be a significant find."
South America,Brazil,,Marlim Sul,4-MLS-105D-RJS,Petrobras,Oil,2013,3 Jan 2013,"1,874",1,
South America,Brazil,S-M-1352 / BM-S-41,Maruja,1-BRSA-870-SPS/1-SPS-76 (Maruja),Petrobras,Oil,2010,17 Nov 2010,400,1,"Well tested up to 6,142 b/d of oil with the test constrained by surface equipment."
South America,Brazil,SEAL-M-499 / BM-SEAL-10,Moita Bonita,1-BRSA-1088-SES (1-SES-168) (Moita Bonita),Petrobras,"Oil, Gas",2012,3 Aug 2012,"2,775",1,
South America,Brazil,,Mucua,6-MLS-146D-RJS (Mucua),Petrobras,Oil,2009,21 Aug 2009,"1,200",1,
South America,Brazil,SEAL-M-424 / BM-SEAL-10,Muriu,1-BRSA-1108-SES (1-SES-172),Petrobras,Oil,2012,5 Dec 2012,"2,583",1,
South America,Brazil,S-M-314 / BM-S-59,Natal,1-OGX-11D-SPS (Natal),OGX Petroleo,"Gas, Condensate",2010,24 May 2010,170,1,"final depth of about 20,013 feet"
South America,Brazil,BC-50,Nautilus (BC-50),6-BR-63A-RJS (6-BRSA-752A-RJS),Petrobras,Oil,2010,25 Feb 2010,860,2,
South America,Brazil,C-M-592 / BM-C-41,Osorno,1-OGX-31-RJS (Osorno),OGX Petroleo,,2011,1 Mar 2011,136,0,
South America,Brazil,S-M-674 / BM-S-48,Panoramix,S-M-674/BM-S-48 - 1REPF3DSPS - Panoramix,Repsol,Oil,2009,19 Jan 2009,161,1,"TVD: 15,098"
South America,Brazil,C-M-539 / BM-C-33,Pao de Acucar,Pao de Acucar (1-REPF-12D-RJS),Repsol,Oil,2012,25 Jan 2012,"2,789",1,
South America,Brazil,C-M-539 / BM-C-33,Pao de Acucar,Gavea (1-REPF-11A-RJS),Repsol,Oil,2011,28 Jun 2011,"2,709",1,
South America,Brazil,BC-60,Parque das Baleias,4-ESS-175-ES,Petrobras,Oil,2007,8 Jun 2007,"1,270",1,Light OIl 29 degree API
South America,Brazil,BC-60,Parque das Baleias,6-BFR-1ESS (Baleia Franca),Petrobras,Oil,2008,21 Nov 2008,"1,348",1,
South America,Brazil,BC-60,Parque das Baleias,1-ESS-16,Petrobras,"Oil, Gas",2002,1 Jan 2002,"1,372",1,
South America,Brazil,BC-60,Parque das Baleias,6-BAZ-1DB-ESS (Baleia Azul),Petrobras,Oil,2008,21 Nov 2008,"1,426",1,will fast-track since nearby installed infrastructure
South America,Brazil,BC-10,Parque das Conchas Phase 1 (BC-10),1-Shell-11-ESS,Shell,Oil,2002,22 Nov 2002,"2,399",1,2/08 field is part of BC-10 devl.
South America,Brazil,ES-M-525 / BM-ES-23 (Parque dos Doces),Parque dos Doces,1-BRSA-926D-ESS/1-ESS-205D (Brigadeiro),Petrobras,"Oil, Gas",2011,9 Jun 2011,"1,899",1,
South America,Brazil,ES-M-525 / BM-ES-23 (Parque dos Doces),Parque dos Doces,1-BRSA-939-ESS (1-ESS-199) (Pe-de-moleque),Petrobras,"Oil, Gas",2011,4 Jul 2011,"1,879",1,
South America,Brazil,ES-M-525 / BM-ES-23 (Parque dos Doces),Parque dos Doces,1-BRSA-936D-ESS (1-ESS-200D) (Quindim),Petrobras,"Oil, Gas",2011,4 Jul 2011,592,1,
South America,Brazil,S-M-1289 / BM-S-40,Patola,Patola (4-SPS-91/4-BRSA-1002-SPS),Petrobras,Oil,2011,23 Nov 2011,299,1,
South America,Brazil,BM-CE-2,Pecem,1-BRSA-1080-CES/1-CES-158,Petrobras,Oil,2012,2 Aug 2012,"2,129",1,Drilled by semi Ocean Courage
South America,Brazil,BM-CAL-4,Pinauna/Acai/Cacau,1-ELPS-16D-BAS,El Paso,Oil,2007,5 Nov 2007,25,1,
South America,Brazil,BM-CAL-4,Pinauna/Acai/Cacau,1-ELPS-17-DA,El Paso,"Oil, Gas",2007,6 Nov 2007,30,1,
South America,Brazil,BM-CAL-4,Pinauna/Acai/Cacau,1-ELPS-17D-BAS,El Paso,"Gas, Condensate",2007,5 Nov 2007,25,1,
South America,Brazil,BM-CAL-4,Pinauna/Acai/Cacau,1-ELPS-16D,El Paso,"Oil, Gas",2007,6 Nov 2007,30,1,
South America,Brazil,BM-S-7,Piracuca,6-BRSA-661-SPS (6-SPS-53) (Piracuca),Petrobras,"Oil, Gas",2009,27 Jan 2009,200,1,"TVD: 13,025"
South America,Brazil,SEAL-100,Piranema,4-BRSA-189-A,Petrobras,Oil,2003,31 Aug 2004,"1,150",1,
South America,Brazil,C-M-529 / BM-C-47,Pitangola - Peregrino South,1-STAT-1D-RJS,Statoil,Oil,2011,15 Apr 2011,151,1,
South America,Brazil,POT-M-855 /  BM-POT-17,Pitu,1-BRSA-1205-RNS,Petrobras,Oil,2013,17 Dec 2013,"1,731",1,
South America,Brazil,BM-SEAL-4,Poco Verde,Poco Verde (1-BRSA-1022-SES/3-SES-165),Petrobras,Gas,2012,24 May 2012,"1,302",1,
South America,Brazil,C-M-499 / BM-C-40,Remora (Pero Inga),1-OGX-14-RJS (Pero),OGX Petroleo,Oil,2010,1 Jul 2010,104,1,
South America,Brazil,,Roncador,1-RJS-436A,Petrobras,Oil,1996,1 Oct 1996,"1,853",1,
South America,Brazil,S-M-1100 / BM-S-72,Sabia,1-VBEP-1-SPS (1-SABIA-001X-SPS),Vanco Exploration,"Oil, Gas",2012,13 Sep 2012,195,1,Drilled by GSF Arctic 1. It is expected that discovered volumes are at the low end of the pre-drill range.
South America,Brazil,BM-S-22,Sabia,3-ESSO-5-SPS (Sabia),ExxonMobil,Oil,2010,22 Dec 2010,"2,272",1,
South America,Brazil,S-M-623 / BM-S-50,Sagitario,1-SPS-98 (1-BRSA-1063-SPS),Petrobras,Oil,2013,26 Feb 2013,"1,871",1,
